,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,anlge_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
277,T_prime,ZrOSe,Zr,O,Se,400834,6.970236286,3.480792174,19,90,90,119.9596004,P 1,-47.13797477,-7.033450112,0.04123,-3.5739,0.04617,0.0475,115.696852,32.001339,115.775721,32.001339,0.0492619,-4.266101301,0.031259692,0.032143013,1.01,4.40226,4.409923,1.289066,7.200757,7.189549,0.026834,6.44498,6.4476,0.628255,-3.778085,-3.776405,-0.512725,-2.66689,-2.671195,-0.115535,ZrOO,ZrSeSe,-10.56515568,-4.061843009,-10.56515568,-4.061843009,0.28004923
278,T_prime,ZrOTe,Zr,O,Te,400852,7.11378761,3.551212304,19,90,90,119.952459,P 1,-44.4571187,-6.052615507,-0.01368,-1.64597,0.19836,0.16777,105.812197,33.396547,105.652426,33.396547,-0.018890944,-2.27797381,0.142491049,0.120655332,0,13.742989,17.051421,1.33523,3.018837,3.704372,0.025616,4.135435,4.08224,0.52839,-2.572295,-2.489325,-0.493005,-1.56314,-1.592915,-0.03538,ZrOO,ZrTeTe,-10.56515568,-2.623762368,-10.56515568,-2.623762368,0.541843515
279,T_prime,ZrSSe,Zr,S,Se,401634,7.477454321,3.737590356,19,90,90,119.9906786,P 1,-41.02540832,-4.356170164,0.11191,-2.89047,0.00893,0.00665,69.317681,14.31308,69.349981,14.31308,0.203455707,-5.251876373,0.010677889,0.00794855,0.73,5.121959,5.124015,1.353612,15.719628,15.722552,0.012728,7.28387,7.284775,0.47267,-3.774665,-3.77393,-0.280815,-3.50921,-3.51085,-0.191855,ZrSS,ZrSeSe,-4.639281565,-4.061843009,-4.639281565,-4.061843009,-0.005607877
280,T_prime,ZrSTe,Zr,S,Te,401652,7.654193202,3.825887604,19,90,90,119.9557146,P 1,-38.89258817,-3.649353519,4.41579,-10.30351,0.01235,0.01026,55.910654,19.399931,55.628599,19.399931,12.09450166,-28.44021204,0.016398757,0.013674798,0,9.086373,9.232487,1.394092,8.248942,11.61094,0.007216,6.129485,6.250065,0.31111,-3.40088,-3.4471,-0.253655,-2.728605,-2.80296,-0.057455,ZrSS,ZrTeTe,-4.639281565,-2.623762368,-4.639281565,-2.623762368,-0.017831553
281,T_prime,ZrSeTe,Zr,Se,Te,403452,7.776059519,3.883146876,19,90,90,119.9367254,P 1,-37.03242736,-3.350904314,-0.02774,-3.26287,-0.01938,-0.07144,54.568418,12.356251,48.415059,12.356251,-0.06571565,-9.048746148,-0.028957932,-0.117555471,0,16.216156,11.83307,1.423217,11.806016,11.751436,0.006844,7.11835,7.06745,0.31463,-3.727755,-3.70465,-0.221755,-3.3906,-3.3628,-0.092875,ZrSeSe,ZrTeTe,-4.061843009,-2.623762368,-4.061843009,-2.623762368,-0.008101625
282,T_prime,HfCBr,Hf,C,Br,720635,7.137292987,3.569113675,19,90,90,120.0498353,P 1,-41.94897424,-0.314551783,0.34618,-6.11914,-0.33345,-0.3325,87.241274,40.653293,87.921208,40.653293,0.743067187,-12.94565246,-0.260722568,-0.258604931,0,5.515407,5.523503,1.308981,5.592319,5.594031,0.015018,5.93022,5.930085,0.49598,-4.083555,-4.083415,-0.289605,-1.84666,-1.84667,-0.20638,HfCC,HfBrBr,1.981522819,-3.68585485,-3.68585485,1.981522819,0.537614233
283,T_prime,HfCCl,Hf,C,Cl,720617,7.00270187,3.514283189,19,90,90,119.8819712,P 1,-43.31213913,-0.708574528,0.8493,-11.92041,-0.48336,-0.46132,47.818269,43.052537,72.685887,43.052537,17.82097692,-40.22633283,-0.53192001,-0.398588458,0,5.097563,5.234065,1.276408,6.578344,8.082841,0.018092,5.904075,6.00102,0.558375,-3.95441,-4.073495,-0.294765,-1.94967,-1.927525,-0.263615,HfCC,HfClCl,1.981522819,-4.526717395,-4.526717395,1.981522819,0.56402276
284,T_prime,HfCF,Hf,C,F,720609,7.123674058,3.170775821,19,90,90,116.4465729,P 1,-47.00499628,-2.545713903,4.48799,3.6803,-0.59223,-0.32281,66.847434,53.797816,80.619223,53.797816,34.39173469,13.72150238,-0.490885468,-0.240155565,0,4.878557,5.363197,1.202389,1.466817,1.17732,0.034933,4.455685,2.31881,0.806765,-3.207155,-0.68217,-0.278315,-1.24853,-1.636645,-0.52845,HfCC,HfFF,1.981522819,-8.171224575,-8.171224575,1.981522819,0.549136975
285,T_prime,HfCI,Hf,C,I,720653,7.312327212,3.641605912,19,90,90,119.8582995,P 1,-40.16417444,0.402523367,3.06679,2.75633,-0.16606,-0.17309,64.559834,22.592805,66.964683,22.592805,7.307617606,6.211884924,-0.190539268,-0.193272504,0,17.572747,17.096596,1.363429,6.734744,6.386714,0.010378,6.380315,6.217425,0.355925,-4.63739,-4.516975,-0.27311,-1.74293,-1.70045,-0.082815,HfCC,HfII,1.981522819,-2.523032565,-2.523032565,1.981522819,0.67327824
286,T_prime,HfGeBr,Hf,Ge,Br,723235,6.996870515,3.344155479,19,90,90,118.6714962,P 1,-34.77081357,-1.45616843,-1.89126,-0.46341,-0.19779,-0.14364,62.096864,25.56013,60.66149,25.56013,-5.176324737,-1.320205257,-0.225640866,-0.166593947,0,13.49243,13.966704,1.48213,2.782956,3.599481,0.00588,1.878395,0.221365,0.198125,-0.723205,0.699675,-0.0078,-1.15519,-0.92104,-0.190325,HfGeGe,HfBrBr,0.26348662,-3.68585485,-3.68585485,0.26348662,0.255015685
287,T_prime,HfGeCl,Hf,Ge,Cl,723217,6.445393317,3.181317901,19,90,90,118.2639094,P 1,-36.42501555,-1.99570972,-3.49866,0.49514,-0.29735,-0.29754,75.684201,18.861167,85.963106,18.861167,-6.157115792,0.737892239,-0.314505096,-0.283846471,0,25.172932,24.618792,1.487492,9.532698,15.611909,0.005672,-0.37386,-0.55818,0.12403,1.043355,1.23293,0.050085,-0.669495,-0.674755,-0.174115,HfGeGe,HfClCl,0.26348662,-4.526717395,-4.526717395,0.26348662,0.135905668
288,T_prime,HfGeF,Hf,Ge,F,723209,6.026629235,3.147555383,19,90,90,121.6702209,P 1,-40.34678719,-3.94730634,-6.10356,-0.95969,-0.44612,-0.49248,91.265018,34.284949,102.084169,34.284949,-10.71174554,-1.415488261,-0.35533263,-0.361137483,0,15.270351,13.234789,1.391924,25.860752,10.851545,0.025422,-0.176115,0.416415,0.423625,2.029995,1.61421,0.056595,-1.853875,-2.030625,-0.48022,HfGeGe,HfFF,0.26348662,-8.171224575,-8.171224575,0.26348662,0.006562637
289,T_prime,HfGeI,Hf,Ge,I,723253,7.135482733,3.568655453,19,90,90,111.7587623,P 1,-32.58770958,-0.539941185,2.06245,1.18009,0.02527,0.00266,56.348053,19.455297,52.096632,19.455297,5.590392867,3.615323944,0.033336258,0.00371758,0,8.748934,9.423476,1.48923,1.386636,1.59329,0.00204,0.538485,1.212985,0.12556,1.07633,0.46207,-0.00579,-1.61481,-1.675055,-0.11977,HfGeGe,HfII,0.26348662,-2.523032565,-2.523032565,0.26348662,0.589831787
290,T_prime,HfSiBr,Hf,Si,Br,721435,6.724261701,3.365878688,19,90,90,109.7769518,P 1,-35.51804676,-0.898742165,3.30524,0.89946,-0.05358,-0.05491,59.802329,18.404084,61.425822,18.404084,7.98400995,2.090710515,-0.068511006,-0.068783746,0,7.696307,7.297879,1.446236,2.816294,2.7772,0.006415,-0.031975,0.875835,0.26235,1.8314,0.90783,-0.05091,-1.79942,-1.783665,-0.21144,HfSiSi,HfBrBr,-0.036488005,-3.68585485,-3.68585485,-0.036488005,0.962429263
291,T_prime,HfSiCl,Hf,Si,Cl,721417,6.528114359,3.483610184,19,90,90,122.2475273,P 1,-37.87431236,-1.789315265,-1.65414,-2.9545,-0.19779,-0.07201,68.627297,18.288716,84.087768,18.288716,-3.286028265,-4.490186272,-0.227564511,-0.070338419,0,19.000107,21.948531,1.444681,1.124944,0.907313,0.005468,0.772475,1.62394,0.182625,0.1106,-0.566165,0.001285,-0.883075,-1.05778,-0.18391,HfSiSi,HfClCl,-0.036488005,-4.526717395,-4.526717395,-0.036488005,0.492287435
292,T_prime,HfSiF,Hf,Si,F,721409,6.179533879,3.349246906,19,90,90,122.8319474,P 1,-41.66413907,-3.67493942,1.71266,7.00055,0.40185,0.18126,29.961974,-41.498527,25.403703,-41.498527,2.396652663,10.4638515,-3.483276157,-1.126200572,0,25.76905,26.352699,1.350582,5.73632,12.574976,0.034943,1.13905,0.33671,0.42042,1.384365,2.74514,0.00918,-2.523415,-3.08185,-0.429595,HfSiSi,HfFF,-0.036488005,-8.171224575,-8.171224575,-0.036488005,0.42891687
293,T_prime,HfSiI,Hf,Si,I,721453,7.090790854,3.546235298,19,90,90,111.9061898,P 1,-33.60319465,-0.11664086,2.12496,0.37202,0.21793,0.22021,57.494437,18.826815,53.749613,18.826815,5.495450431,1.065264015,0.28554301,0.303418074,0,8.617358,8.909257,1.483773,1.124406,1.282541,0.002116,0.58869,1.228795,0.146125,0.937085,0.329295,-0.02613,-1.52577,-1.558085,-0.119995,HfSiSi,HfII,-0.036488005,-2.523032565,-2.523032565,-0.036488005,1.163119425
294,T_prime,HfSnBr,Hf,Sn,Br,725035,6.735170804,3.340938779,19,90,90,119.6090817,P 1,-33.69429642,-1.566011161,66.30316,336.22457,0.09101,-0.1254,-398.726837,487.594112,-377.336998,487.594112,-7.480716785,-38.87298839,0.102411152,-0.113734158,0,33.455568,33.888454,1.580891,12.588945,266.055068,0.003626,-2.34874,-2.375365,0.07515,2.96526,2.98851,0.064605,-0.61652,-0.61314,-0.13976,HfSnSn,HfBrBr,0.283280128,-3.68585485,-3.68585485,0.283280128,0.1352762
295,T_prime,HfSnCl,Hf,Sn,Cl,725017,6.524084205,3.250673715,19,90,90,118.9314227,P 1,-35.40356568,-2.133086091,-1.81735,5.47428,-0.08721,-0.14535,89.202226,21.724201,96.13563,21.724201,-2.693247172,7.356773111,-0.078619678,-0.12332446,0,29.027169,26.110721,1.540359,17.866554,10.205541,0.005645,-2.121295,-1.737665,0.10167,2.96892,2.69697,0.0763,-0.84763,-0.959305,-0.17797,HfSnSn,HfClCl,0.283280128,-4.526717395,-4.526717395,0.283280128,-0.011367458
296,T_prime,HfSnF,Hf,Sn,F,725009,6.268219989,3.134200505,19,90,90,119.8068148,P 1,-39.02593403,-3.934981066,11.27783,20.55173,-0.26391,0.21679,79.612755,49.425916,75.239506,49.425916,37.36008928,79.61593099,-0.204520085,0.173897458,0,136.858097,144.305462,1.438027,115.478842,51.790913,0.038545,-0.01251,-0.0275,0.415755,2.327145,2.505695,0.0815,-2.314635,-2.478195,-0.49725,HfSnSn,HfFF,0.283280128,-8.171224575,-8.171224575,0.283280128,0.008991157
297,T_prime,HfSnI,Hf,Sn,I,725053,7.125199759,3.490867454,19,90,90,118.8315247,P 1,-31.6005496,-0.694462501,-73.70404,190.72732,-1.14114,1.83217,6.761416,102.077652,-88.422219,102.077652,77.32579788,-100.1193959,-1.048465428,13.41715052,0,35.816021,35.061888,1.626837,77.409554,123.959497,0.017233,-2.47492,-1.32222,0.02888,2.244415,1.338305,0.04127,0.2305,-0.01609,-0.070145,HfSnSn,HfII,0.283280128,-2.523032565,-2.523032565,0.283280128,0.425413717
298,T_prime,TiCBr,Ti,C,Br,220635,6.832861069,3.412006581,19,90,90,119.9614608,P 1,-36.70185226,0.225562232,0.27075,-19.60116,-1.13107,-1.02505,52.773317,77.555568,51.186551,77.555568,-1.092515769,74.33405652,-0.867858265,-0.796204077,0,8.181461,12.315731,1.303383,12.75924,17.212514,0.008668,6.287855,6.018095,0.330605,-4.678655,-4.57491,-0.179705,-1.609195,-1.44319,-0.1509,TiCC,TiBrBr,2.067049384,-3.707854385,-3.707854385,2.067049384,1.045964732
299,T_prime,TiCCl,Ti,C,Cl,220617,6.705639929,3.267384004,19,90,90,119.1355897,P 1,-38.13915978,-0.205531828,-2.75994,-4.97192,-2.01837,-1.94408,71.867709,32.303781,68.629729,32.303781,-6.975899865,-13.68696558,-1.937545484,-1.926099667,0,7.290271,5.959338,1.274636,11.852591,6.323352,0.017625,6.353135,5.942135,0.41214,-4.690715,-4.18196,-0.19931,-1.66242,-1.76018,-0.21283,TiCC,TiClCl,2.067049384,-4.62484639,-4.62484639,2.067049384,1.073366675
300,T_prime,TiCF,Ti,C,F,220609,7.857874961,2.727044653,19,90,90,131.7182423,P 1,-43.00045376,-2.626889618,0.09937,-0.01311,-2.26708,-1.72368,122.65393,46.13181,122.374117,46.13181,0.129857876,-0.017195177,-1.343170341,-1.022919508,0,13.515669,16.125733,1.211199,3.086337,4.375924,0.018242,-0.2299,-1.471515,0.56206,1.77418,3.10395,-0.127085,-1.54428,-1.632435,-0.434975,TiCC,TiFF,2.067049384,-8.449700675,-8.449700675,2.067049384,0.564436027
301,T_prime,TiCI,Ti,C,I,220653,6.95654213,3.472442515,19,90,90,119.9484583,P 1,-34.94781917,0.927254027,-0.20463,-1.06647,-0.72067,-0.70908,82.357742,33.30985,82.214216,33.30985,-0.417204474,-2.180725541,-0.623052652,-0.613794186,0,16.356497,16.13585,1.358255,4.910878,4.957646,0.007602,6.13983,6.133715,0.267705,-5.61423,-5.605815,-0.216865,-0.5256,-0.5279,-0.050835,TiCC,TiII,2.067049384,-2.486423965,-2.486423965,2.067049384,1.136941317
302,T_prime,TiGeBr,Ti,Ge,Br,223235,6.742993279,3.204814136,19,90,90,118.6661563,P 1,-30.39064049,-1.349528865,-16.59726,-11.79995,-1.31765,-1.04918,42.689295,15.446088,56.557433,15.446088,-60.92256319,-28.70241779,-2.266519858,-1.457123187,0.1,24.707396,28.163774,1.474319,5.530348,12.332103,0.00583,-0.18914,-1.750315,0.123805,0.432785,1.37747,0.00519,-0.24365,0.372845,-0.128995,TiGeGe,TiBrBr,0.16228543,-3.707854385,-3.707854385,0.16228543,0.423255613
303,T_prime,TiGeCl,Ti,Ge,Cl,223217,6.249238709,3.072049578,19,90,90,118.2163081,P 1,-32.30395684,-2.01862734,13.02336,1.59771,-1.16774,-1.27946,70.506549,17.357564,78.854047,17.357564,24.5034971,2.598051014,-1.329029521,-1.329839493,0,31.685483,31.973869,1.46456,35.440276,15.452979,0.004759,-2.620125,-1.0964,0.089535,2.57054,1.22682,0.050805,0.04959,-0.13042,-0.14034,TiGeGe,TiClCl,0.16228543,-4.62484639,-4.62484639,0.16228543,0.21265314
304,T_prime,TiGeF,Ti,Ge,F,223209,5.780970911,2.907510778,19,90,90,120.151065,P 1,-36.61867971,-4.166699575,-5.14995,0.4047,-1.85535,-1.93135,66.284958,38.048849,72.491232,38.048849,-18.23887987,1.175005806,-1.778282662,-1.747194305,0,49.185747,42.646439,1.375981,27.516098,23.095258,0.02331,-0.44463,-0.71648,0.361385,2.640695,3.03018,0.07094,-2.196065,-2.313705,-0.432325,TiGeGe,TiFF,0.16228543,-8.449700675,-8.449700675,0.16228543,-0.022991953
305,T_prime,TiGeI,Ti,Ge,I,223253,7.78382294,3.458018263,19,90,90,116.34483,P 1,-28.02381948,-0.34144311,-1.49188,3.50987,-0.80674,-0.51338,39.939691,17.897582,48.056472,17.897582,-6.768317859,11.63792832,-1.394844463,-0.778390362,0,12.617096,12.923639,1.441418,2.007322,4.572415,0.003065,0.124785,-1.727345,0.042325,0.92148,2.36339,0.048435,-1.04626,-0.636045,-0.090755,TiGeGe,TiII,0.16228543,-2.486423965,-2.486423965,0.16228543,0.820626157
306,T_prime,TiSiBr,Ti,Si,Br,221435,7.116568742,3.113639901,19,90,90,119.8773896,P 1,-32.2191492,-1.33274036,5.34869,-2.58989,-0.9595,-0.50863,47.373688,23.377942,73.887808,23.377942,22.29015926,-5.12749331,-1.356152501,-0.522928163,0.36,13.022653,14.903318,1.453542,1.220773,0.984226,0.007203,0.8735,0.02782,0.207905,-0.113635,0.595675,-0.017035,-0.759865,-0.6235,-0.19087,TiSiSi,TiBrBr,0.333050375,-3.707854385,-3.707854385,0.333050375,0.354661645
307,T_prime,TiSiCl,Ti,Si,Cl,221417,6.244500357,3.394328019,19,90,90,122.8995874,P 1,-33.69074739,-1.780979755,4.20147,8.6013,-0.95817,-1.25666,70.569933,11.761342,61.551564,11.761342,7.14431332,17.27507863,-1.163798326,-1.714104744,0,27.640397,33.487415,1.419592,4.033609,2.899368,0.006639,-1.49926,-2.129415,0.13623,1.60155,2.119715,0.01804,-0.10229,0.0097,-0.15427,TiSiSi,TiClCl,0.333050375,-4.62484639,-4.62484639,0.333050375,0.364918253
308,T_prime,TiSiF,Ti,Si,F,221409,5.702011318,2.741122649,19,90,90,118.7223053,P 1,-38.32286141,-4.087747565,-14.46831,-6.4486,-1.76491,-1.74325,127.799624,30.741639,116.209377,30.741639,-14.90687242,-7.545069228,-1.113218077,-1.186279651,0.08,28.821069,25.987985,1.367134,6.268205,4.090843,0.01846,-0.38153,-0.114075,0.37465,1.744045,1.39135,0.02945,-1.362515,-1.27727,-0.4041,TiSiSi,TiFF,0.333050375,-8.449700675,-8.449700675,0.333050375,-0.029422415
309,T_prime,TiSiI,Ti,Si,I,221453,7.735168955,3.427432799,19,90,90,116.2989303,P 1,-29.02769066,0.08766416,-0.91276,2.72289,-0.45942,-0.19589,42.73841,18.159003,48.217155,18.159003,-3.713515139,9.058740537,-0.754416284,-0.295121028,0,11.23841,11.98431,1.434742,1.380354,3.221831,0.003745,0.060015,-1.840845,0.039935,0.879475,2.369065,0.04761,-0.93949,-0.52822,-0.087545,TiSiSi,TiII,0.333050375,-2.486423965,-2.486423965,0.333050375,1.164350955
310,T_prime,TiSnBr,Ti,Sn,Br,225035,6.77411672,3.277035888,19,90,90,120.1920381,P 1,-29.40129386,-1.502956856,-8.57071,-3.31151,-1.11112,-0.53846,70.391371,21.258606,67.369478,21.258606,-17.44398061,-7.181625192,-1.212351641,-0.607550085,0.05,42.429281,35.149169,1.54131,12.37671,42.753497,0.005352,-1.356475,-3.446825,0.05027,1.335735,3.077945,0.059795,0.020745,0.36888,-0.110065,TiSnSn,TiBrBr,0.361531173,-3.707854385,-3.707854385,0.361531173,0.17020475
311,T_prime,TiSnCl,Ti,Sn,Cl,225017,6.423169484,3.230552966,19,90,90,120.1372643,P 1,-31.16905396,-2.099277206,-1.98436,6.73968,-0.96102,-0.96805,68.935629,30.377086,57.331816,30.377086,-5.146356282,25.00370065,-0.967670655,-1.103707808,0,48.537122,42.036641,1.510736,17.292503,18.267889,0.005912,-2.719655,-3.005815,0.096225,2.824395,3.13502,0.07008,-0.10474,-0.12921,-0.166305,TiSnSn,TiClCl,0.361531173,-4.62484639,-4.62484639,0.361531173,0.032380402
312,T_prime,TiSnF,Ti,Sn,F,225009,6.091465029,3.07268213,19,90,90,120.199797,P 1,-34.91088507,-3.960903561,-0.47367,-3.61304,-1.32411,-1.42899,75.541796,29.138362,83.221007,29.138362,-1.020764972,-6.680590419,-1.264910204,-1.271803155,0,37.648281,33.71513,1.409745,14.121982,14.488192,0.03135,0.23589,-0.088655,0.38395,2.620735,2.870595,0.076,-2.856625,-2.78194,-0.45995,TiSnSn,TiFF,0.361531173,-8.449700675,-8.449700675,0.361531173,0.08318119
313,T_prime,TiSnI,Ti,Sn,I,225053,7.092757099,3.476470324,19,90,90,119.7419714,P 1,-27.24811431,-0.601691831,-1.76795,-5.38707,-0.90801,-0.21888,58.732116,12.891671,52.70125,12.891671,-3.856747028,-13.53209488,-1.267749219,-0.333694546,0.09,36.436026,46.005031,1.584805,12.149389,29.808144,0.004615,-1.739395,-4.89031,0.014075,1.12369,3.182095,0.02271,0.61571,1.708215,-0.03678,TiSnSn,TiII,0.361531173,-2.486423965,-2.486423965,0.361531173,0.460754565
314,T_prime,ZrCBr,Zr,C,Br,400635,7.222908402,3.568621984,19,90,90,119.5643569,P 1,-39.22655054,-0.360068668,5.84953,-5.77714,-0.55708,-0.62472,71.446194,38.901265,68.890732,38.901265,17.97370644,-19.26389689,-0.504841711,-0.579560651,0,19.511132,18.717523,1.310989,7.643217,4.956257,0.016512,5.7005,4.82756,0.47795,-3.974655,-3.19859,-0.28142,-1.725835,-1.62897,-0.196525,ZrCC,ZrBrBr,0.582531509,-4.186991465,-4.186991465,0.582531509,1.44216131
315,T_prime,ZrCCl,Zr,C,Cl,400617,7.106621277,3.502255482,19,90,90,119.4584211,P 1,-40.56154549,-0.740006443,1.64217,-7.15901,-0.82251,-0.70376,42.877395,56.803806,58.929678,56.803806,-11.79176746,-336.7563993,-0.82514054,-0.608086766,0,20.217149,19.095296,1.278242,34.622464,8.20578,0.019281,5.221335,4.712125,0.541205,-3.36109,-2.940605,-0.284065,-1.86024,-1.77152,-0.25714,ZrCC,ZrClCl,0.582531509,-4.99574674,-4.99574674,0.582531509,1.466601173
316,T_prime,ZrCF,Zr,C,F,400609,7.143683514,3.244695202,19,90,90,117.1360092,P 1,-44.09779213,-2.498840563,8.53252,4.58565,-0.86507,-0.39634,60.383007,50.775828,59.473116,50.775828,88.81400045,52.72505636,-0.778228739,-0.359495507,0,14.708667,11.290719,1.20426,3.440983,1.760655,0.036517,4.449615,2.207995,0.80351,-2.988445,-0.475505,-0.284105,-1.461175,-1.73249,-0.519405,ZrCC,ZrFF,0.582531509,-8.39531291,-8.39531291,0.582531509,1.407550137
317,T_prime,ZrCI,Zr,C,I,400653,7.365775474,3.677824738,19,90,90,119.8945785,P 1,-37.54710992,0.304326892,13.80122,-38.87932,-0.46056,-0.41439,57.001976,61.626576,50.767753,61.626576,-298.430567,358.0435928,-0.388237058,-0.368692979,0,18.376265,18.744684,1.364659,11.332878,20.650781,0.010051,6.583525,6.62884,0.34197,-5.03606,-5.07992,-0.264925,-1.54746,-1.548915,-0.07705,ZrCC,ZrII,0.582531509,-3.06123593,-3.06123593,0.582531509,1.543679103
318,T_prime,ZrGeBr,Zr,Ge,Br,403235,6.854546808,3.648943321,19,90,90,122.1645187,P 1,-32.7108916,-1.83293618,1.66459,-1.53938,-0.26619,-0.32889,56.978758,15.958898,73.130886,15.958898,4.058009949,-2.692542369,-0.364955518,-0.369166907,0,14.466316,15.739029,1.47994,0.60425,0.332596,0.002584,0.220925,0.779665,0.12564,0.255595,-0.153575,0.0122,-0.47652,-0.626095,-0.13784,ZrGeGe,ZrBrBr,-0.511866935,-4.186991465,-4.186991465,-0.511866935,0.51649302
319,T_prime,ZrGeCl,Zr,Ge,Cl,403217,6.702978665,3.216164742,19,90,90,119.8470726,P 1,-34.13632783,-2.258094595,-7.69348,-4.22294,-0.43054,-0.2945,73.481949,18.36407,67.743892,18.36407,-13.95822942,-8.551954683,-0.468762832,-0.342012508,0.2,22.232192,21.881437,1.480142,17.942288,24.530874,0.006828,0.36749,-1.62178,0.11907,0.395695,2.04484,0.0583,-0.76319,-0.423065,-0.177375,ZrGeGe,ZrClCl,-0.511866935,-4.99574674,-4.99574674,-0.511866935,0.495712243
320,T_prime,ZrGeF,Zr,Ge,F,403209,6.213910804,3.00313471,19,90,90,117.8255071,P 1,-38.01274437,-4.187013665,-9.63718,-3.23912,-0.54074,-0.37696,82.237795,41.808512,49.923678,41.808512,-23.83712815,-39.91440224,-0.435917854,-0.410935354,0,80.878537,25.294497,1.391478,27.736342,11.984708,0.027417,-0.43457,0.11664,0.43189,2.534915,1.63554,0.049105,-2.100345,-1.75218,-0.480995,ZrGeGe,ZrFF,-0.511866935,-8.39531291,-8.39531291,-0.511866935,0.266576257
321,T_prime,ZrGeI,Zr,Ge,I,403253,7.19396129,3.583379786,19,90,90,111.8800116,P 1,-30.36520868,-0.83541947,4.07493,0.94962,-0.07049,-0.11419,33.776034,18.754919,47.202992,18.754919,27.1280128,3.338081985,-0.134187552,-0.173125556,0,9.661029,9.374423,1.490137,2.032211,1.297356,0.001635,-0.42641,0.32481,0.1073,1.709755,0.995045,-0.002195,-1.283345,-1.319855,-0.105105,ZrGeGe,ZrII,-0.511866935,-3.06123593,-3.06123593,-0.511866935,0.951131963
322,T_prime,ZrSiBr,Zr,Si,Br,401435,7.119549012,3.677959386,19,90,90,121.1564238,P 1,-33.83563429,-1.464264665,2.23839,-2.1527,0.03116,-0.16093,52.930751,19.705603,46.444094,19.705603,6.737035453,-8.050940496,0.042898629,-0.243281538,0,15.988501,14.798122,1.435965,6.498132,15.497594,0.006255,0.73698,1.03454,0.241435,0.60457,0.397775,-0.05398,-1.34155,-1.43232,-0.187455,ZrSiSi,ZrBrBr,-0.228643555,-4.186991465,-4.186991465,-0.228643555,0.743552845
323,T_prime,ZrSiCl,Zr,Si,Cl,401417,6.657080396,3.531693555,19,90,90,122.0313543,P 1,-35.72184124,-2.11980844,8.59142,-13.23825,-0.4351,-0.07885,53.058906,22.460185,65.805151,22.460185,28.07770952,-30.54160891,-0.576145706,-0.089332918,0,24.888269,32.288939,1.436553,13.918154,5.323659,0.007595,0.129145,1.054675,0.19277,0.574395,-0.287675,-0.008205,-0.70354,-0.766995,-0.184565,ZrSiSi,ZrClCl,-0.228643555,-4.99574674,-4.99574674,-0.228643555,0.492386707
324,T_prime,ZrSiF,Zr,Si,F,401409,6.455812878,3.006724205,19,90,90,117.8250626,P 1,-39.24540343,-3.872300335,-15.11032,-9.05445,0.2489,0.16207,70.352953,16.095261,64.799234,16.095261,-27.84917574,-18.59078314,0.287918036,0.200347378,0,21.834085,28.835831,1.360904,35.799963,104.237001,0.028963,0.86966,-1.81771,0.416375,1.33167,3.80441,0.0109,-2.201325,-1.986705,-0.42727,ZrSiSi,ZrFF,-0.228643555,-8.39531291,-8.39531291,-0.228643555,0.439677897
325,T_prime,ZrSiI,Zr,Si,I,401453,7.172102022,3.562692166,19,90,90,112.0482118,P 1,-31.31327201,-0.378408275,2.2021,0.53447,0.23009,0.13889,49.98102,21.527475,48.342327,21.527475,7.739281696,1.993186462,0.321765966,0.198784018,0,10.67697,9.045378,1.482585,1.43097,0.948827,0.001649,-0.03218,0.549275,0.11221,1.312575,0.712515,-0.007685,-1.280395,-1.261795,-0.10453,ZrSiSi,ZrII,-0.228643555,-3.06123593,-3.06123593,-0.228643555,1.266531468
326,T_prime,ZrSnBr,Zr,Sn,Br,405035,6.999366478,3.355481501,19,90,90,120.5968338,P 1,-31.61464541,-1.932914391,-0.94962,-5.15926,-0.26315,-0.08835,72.111688,20.9646,70.785146,20.9646,-1.856645289,-10.35568739,-0.28272507,-0.096294545,0,38.576592,32.331374,1.572342,8.830578,59.892688,0.004591,-0.65003,-2.6518,0.071795,1.127965,2.77641,0.0635,-0.477935,-0.12461,-0.135295,ZrSnSn,ZrBrBr,0.040823018,-4.186991465,-4.186991465,0.040823018,0.140169832
327,T_prime,ZrSnCl,Zr,Sn,Cl,405017,6.575529519,3.276627389,19,90,90,116.8188346,P 1,-33.23102506,-2.453544516,40.33301,28.10404,-0.30989,-0.36157,74.59362,31.159563,68.101909,31.159563,92.86033308,76.0754068,-0.293031369,-0.364260163,0,32.421353,45.911459,1.533133,330.601627,60.116128,0.005987,-2.074555,-0.91527,0.11671,2.650195,1.578475,0.067915,-0.57564,-0.6632,-0.18463,ZrSnSn,ZrClCl,0.040823018,-4.99574674,-4.99574674,0.040823018,0.023917345
