,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,anlge_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
0,T_prime,ScOBr,Sc,O,Br,210835,6.873062765,3.432443739,19,90,90,119.9610936,P 1,-41.27997902,-8.382798695,-0.02717,-0.49476,0.04788,0.0494,101.50693,34.719118,101.630012,34.719118,-0.040681075,-0.73943116,0.035147463,0.036230521,2.88,2.212888,2.212931,1.266632,2.636271,2.626315,0.042454,4.279995,4.279475,0.793715,-3.112595,-3.11269,-0.55748,-1.167405,-1.16679,-0.23624,ScOO,ScBrBr,-8.14479583,-4.913676025,-8.14479583,-4.913676025,-1.853562767
1,T_prime,ScOCl,Sc,O,Cl,210817,6.753177081,3.373663892,19,90,90,119.9716987,P 1,-43.01956681,-8.96503289,0.01824,-1.03436,-0.43035,-0.42902,99.68559,33.910155,99.739816,33.910155,0.027730717,-1.571267396,-0.322128523,-0.321002688,4.12,1.974075,1.973995,1.235734,2.487598,2.481623,0.043192,4.283835,4.28342,0.83322,-3.05404,-3.053995,-0.550775,-1.229795,-1.229425,-0.282445,ScOO,ScClCl,-8.14479583,-5.721760665,-8.14479583,-5.721760665,-2.031754643
2,T_prime,ScOF,Sc,O,F,210809,6.511298184,3.252351775,19,90,90,119.9668778,P 1,-47.471523,-11.18172179,0.1368,-2.44758,-1.21106,-1.20574,102.528313,33.074744,102.631217,33.074744,0.19696612,-3.51883857,-0.89309196,-0.8884945,5.33,1.660443,1.660197,1.158067,2.656494,2.645401,0.059496,4.35482,4.35427,1.016335,-2.921475,-2.92033,-0.528975,-1.433345,-1.43394,-0.487365,ScOO,ScFF,-8.14479583,-9.5839258,-9.5839258,-8.14479583,-2.31736097
3,T_prime,ScOI,Sc,O,I,210853,7.089975398,3.538444126,19,90,90,119.9397571,P 1,-38.85437925,-7.34532356,-0.17043,1.08262,0.78755,0.78812,103.796525,34.476545,104.166037,34.476545,-0.245859852,1.55349102,0.569561376,0.568454503,1.34,2.901083,2.902349,1.311098,3.115147,3.092101,0.042546,4.30599,4.305005,0.746,-3.22231,-3.223775,-0.56082,-1.083675,-1.08123,-0.18518,ScOO,ScII,-8.14479583,-3.76448741,-8.14479583,-3.76448741,-1.39068194
4,T_prime,ScSBr,Sc,S,Br,211635,7.590583291,3.794325472,19,90,90,119.9916822,P 1,-34.80556999,-5.524597458,0.06935,-1.63723,-0.93518,-0.93461,48.95331,12.643075,48.967541,12.643075,0.19099298,-4.507237629,-1.518238449,-1.516962596,2.95,2.619595,2.619498,1.317001,3.038538,3.035973,0.018498,4.263845,4.263245,0.5332,-2.806675,-2.806215,-0.281305,-1.45717,-1.457035,-0.251895,ScSS,ScBrBr,-3.636359965,-4.913676025,-4.913676025,-3.636359965,-1.249579463
5,T_prime,ScSCl,Sc,S,Cl,211617,7.447061763,3.723117519,19,90,90,119.9963336,P 1,-36.13601977,-5.902262648,0.07752,-1.82894,-1.26141,-1.26103,50.195777,12.328967,50.199539,12.328967,0.204717535,-4.829449104,-2.017457281,-2.016728178,2.97,2.465714,2.465664,1.288689,3.238126,3.238909,0.022581,4.26123,4.26092,0.5852,-2.721225,-2.721025,-0.27308,-1.540005,-1.539895,-0.31212,ScSS,ScClCl,-3.636359965,-5.721760665,-5.721760665,-3.636359965,-1.223202332
6,T_prime,ScSF,Sc,S,F,211609,7.021823993,3.496737295,19,90,90,119.8681543,P 1,-39.72220271,-7.686064918,0.75487,-3.72571,-2.03794,-2.01514,63.508602,17.307689,64.669103,17.307689,1.63388546,-7.866551451,-2.521694543,-2.458183531,2.49,2.330573,2.329536,1.226662,4.616417,4.462544,0.045283,4.245195,4.243655,0.752905,-2.47396,-2.46621,-0.23718,-1.771235,-1.77745,-0.51573,ScSS,ScFF,-3.636359965,-9.5839258,-9.5839258,-3.636359965,-1.075922035
7,T_prime,ScSI,Sc,S,I,211653,7.843046851,3.92023169,19,90,90,119.9892613,P 1,-33.20291136,-4.898592893,0.04503,-1.23158,-0.43187,-0.4313,49.376212,13.412404,49.39924,13.412404,0.12520921,-3.422306979,-0.687815766,-0.686656124,2.28,2.988306,2.988258,1.35566,2.792374,2.790812,0.016543,4.304125,4.30326,0.484435,-2.954135,-2.95342,-0.296225,-1.34999,-1.34984,-0.18821,ScSS,ScII,-3.636359965,-3.76448741,-3.76448741,-3.636359965,-1.198169205
8,T_prime,ScSeBr,Sc,Se,Br,213435,7.745422573,3.871729795,19,90,90,119.9916075,P 1,-32.88788082,-5.197384072,0.0646,-1.57681,-1.21277,-1.2122,44.000143,10.697532,44.00761,10.697532,0.193978784,-4.733732536,-2.217224041,-2.215879451,2.3,2.896263,2.896161,1.339533,3.441249,3.439684,0.016557,4.239495,4.238955,0.4868,-2.669465,-2.66877,-0.22264,-1.57003,-1.570185,-0.264165,ScSeSe,ScBrBr,-3.485969254,-4.913676025,-4.913676025,-3.485969254,-0.997561432
9,T_prime,ScSeCl,Sc,Se,Cl,213417,7.601949161,3.800164284,19,90,90,119.9930713,P 1,-34.17229932,-5.552033622,0.06593,-1.75617,-1.539,-1.53881,45.904019,10.748699,45.908674,10.748699,0.187539183,-4.994798773,-2.71655104,-2.715992498,2.16,2.7858,2.785721,1.310629,3.749639,3.749668,0.021767,4.256185,4.255615,0.540785,-2.59142,-2.591015,-0.21459,-1.66477,-1.664595,-0.326195,ScSeSe,ScClCl,-3.485969254,-5.721760665,-5.721760665,-3.485969254,-0.948168662
10,T_prime,ScSeF,Sc,Se,F,213409,7.141016619,3.552133602,19,90,90,119.8319088,P 1,-37.5690583,-7.241123912,1.22664,-3.97765,-2.42231,-2.38982,60.644428,17.162909,62.438389,17.162909,2.821060598,-8.785439713,-3.113215403,-3.002237476,1.56,2.850359,2.853603,1.252072,5.831625,5.527818,0.044388,4.28843,4.290035,0.68571,-2.38267,-2.37462,-0.17255,-1.90576,-1.91542,-0.51316,ScSeSe,ScFF,-3.485969254,-9.5839258,-9.5839258,-3.485969254,-0.706176385
11,T_prime,ScSeI,Sc,Se,I,213453,7.999599755,3.998636032,19,90,90,119.9904799,P 1,-31.37994757,-4.618742197,0.03059,-1.12461,-0.70319,-0.70414,43.07338,10.935488,43.095344,10.935488,0.095183592,-3.4969373,-1.301989888,-1.303218873,2.17,3.197143,3.197054,1.378635,3.015449,3.012833,0.012853,4.256155,4.256525,0.42937,-2.81216,-2.81238,-0.233625,-1.443995,-1.444145,-0.19574,ScSeSe,ScII,-3.485969254,-3.76448741,-3.76448741,-3.485969254,-0.993513865
12,T_prime,ScTeBr,Sc,Te,Br,215235,8.018497346,4.008021497,19,90,90,119.9900371,P 1,-30.46426592,-4.345170052,0.05586,-1.31404,-1.6074,-1.60721,37.545406,8.428305,37.557224,8.428305,0.191846022,-4.511118315,-3.496345988,-3.495034275,1.17,3.781297,3.78188,1.379695,4.410727,4.409503,0.01707,4.374875,4.37449,0.45267,-2.562625,-2.56242,-0.167525,-1.812255,-1.81207,-0.285145,ScTeTe,ScBrBr,-2.786269508,-4.913676025,-4.913676025,-2.786269508,-0.495197285
13,T_prime,ScTeCl,Sc,Te,Cl,215217,7.871695814,3.934418003,19,90,90,119.9882601,P 1,-31.68791405,-4.669434417,0.04883,-1.42766,-1.91919,-1.919,39.974442,8.84279,39.992416,8.84279,0.156850012,-4.583233198,-3.931378166,-3.929542142,0.99,3.89002,3.891134,1.349561,4.894512,4.891528,0.023383,4.439965,4.43995,0.499925,-2.523605,-2.523595,-0.154535,-1.91636,-1.91635,-0.34539,ScTeTe,ScClCl,-2.786269508,-5.721760665,-5.721760665,-2.786269508,-0.41541933
14,T_prime,ScTeF,Sc,Te,F,215209,7.336879863,3.641916826,19,90,90,119.7646554,P 1,-34.70829819,-6.170337287,2.65487,-3.74946,-2.89636,-2.84183,54.878688,16.896396,57.70851,16.896396,6.989757227,-9.187125176,-4.035327914,-3.809173086,0.32,5.366271,5.456755,1.30026,9.057726,8.257336,0.042563,4.714145,4.73452,0.59381,-2.567585,-2.574955,-0.10028,-2.146565,-2.15956,-0.49353,ScTeTe,ScFF,-2.786269508,-9.5839258,-9.5839258,-2.786269508,0.014760367
15,T_prime,ScTeI,Sc,Te,I,215253,8.268981953,4.133582574,19,90,90,119.9926741,P 1,-29.07802546,-3.827374572,0.03667,-1.09288,-1.11682,-1.11663,35.698302,8.351317,35.728322,8.351317,0.134091564,-3.991963328,-2.535368127,-2.533210401,1.39,3.832771,3.832975,1.420832,3.650968,3.647449,0.011567,4.311205,4.31091,0.39295,-2.657645,-2.657245,-0.179375,-1.653555,-1.65367,-0.21358,ScTeTe,ScII,-2.786269508,-3.76448741,-3.76448741,-2.786269508,-0.551996112
16,T_prime,YOBr,Y,O,Br,390835,7.330970064,3.653591646,19,90,90,119.8940489,P 1,-42.42359013,-8.772091455,-0.02888,-0.78679,-0.51623,-0.51338,87.964794,32.552415,87.980545,32.552415,-0.052118318,-1.419477799,-0.428345466,-0.425924992,4.1,1.979398,1.979104,1.26785,1.900819,1.885152,0.052424,4.10443,4.101395,0.910545,-2.950875,-2.949595,-0.621955,-1.153555,-1.1518,-0.288595,YOO,YBrBr,-8.17632958,-5.22272681,-8.17632958,-5.22272681,-2.07256326
17,T_prime,YOCl,Y,O,Cl,390817,7.256594283,3.61778292,19,90,90,119.9052925,P 1,-43.99712371,-9.271298545,0.00038,-0.97812,-0.57741,-0.57228,86.794698,31.595708,86.714575,31.595708,0.000688418,-1.774564778,-0.487716885,-0.483711124,5.29,1.81119,1.810801,1.234968,1.850723,1.837931,0.054763,4.12977,4.12719,0.958055,-2.906505,-2.90507,-0.61908,-1.22326,-1.222125,-0.33898,YOO,YClCl,-8.17632958,-5.946626495,-8.17632958,-5.946626495,-2.209820508
18,T_prime,YOF,Y,O,F,390809,7.048372284,3.508076223,19,90,90,119.850791,P 1,-48.16787121,-11.3473831,0.13452,-1.78733,-0.44745,-0.42788,94.675822,31.247685,94.682149,31.247685,0.212082534,-2.817600855,-0.355334767,-0.339776514,5.28,1.563675,1.562742,1.159409,1.918564,1.889068,0.074726,4.207955,4.204725,1.139825,-2.77907,-2.77426,-0.60447,-1.42888,-1.430465,-0.535355,YOO,YFF,-8.17632958,-10.10125859,-10.10125859,-8.17632958,-2.20858901
19,T_prime,YOI,Y,O,I,390853,7.47989782,3.726027147,19,90,90,119.87847,P 1,-40.3167276,-7.89398494,-0.10811,-0.32718,-0.35853,-0.35625,91.92466,33.059639,92.191002,33.059639,-0.183657456,-0.553310432,-0.286860032,-0.284429682,2.45,2.362383,2.362862,1.315808,2.059037,2.038429,0.052015,4.088735,4.08518,0.86753,-3.023135,-3.022565,-0.624155,-1.065605,-1.062615,-0.24337,YOO,YII,-8.17632958,-4.16379629,-8.17632958,-4.16379629,-1.723922005
20,T_prime,YSBr,Y,S,Br,391635,8.152614594,4.075360227,19,90,90,119.9925317,P 1,-36.20040763,-6.039503483,0.0779,-1.60968,-0.35302,-0.35245,41.000803,11.098223,41.003235,11.098223,0.260512638,-5.382642883,-0.677594241,-0.676468593,3.72,2.266522,2.266408,1.307524,2.352855,2.35211,0.028678,4.14606,4.14534,0.67299,-2.71259,-2.711935,-0.370955,-1.43346,-1.43341,-0.30204,YSS,YBrBr,-3.91977836,-5.22272681,-5.22272681,-3.91977836,-1.468250898
21,T_prime,YSCl,Y,S,Cl,391617,8.047266159,4.022344445,19,90,90,119.9893406,P 1,-37.47992308,-6.391701508,0.09139,-1.78543,-0.29773,-0.29678,42.421528,10.874384,42.429242,10.874384,0.289693419,-5.658177895,-0.558635717,-0.556772629,3.78,2.139584,2.139494,1.277858,2.484058,2.481691,0.033929,4.16049,4.159955,0.726465,-2.642395,-2.6418,-0.360995,-1.518095,-1.51816,-0.36547,YSS,YClCl,-3.91977836,-5.946626495,-5.946626495,-3.91977836,-1.45849908
22,T_prime,YSF,Y,S,F,391609,7.495977261,3.72063999,19,90,90,119.7617895,P 1,-40.66405871,-7.974480123,0.57266,-2.47456,-0.01083,0.02147,60.160745,16.012934,61.194003,16.012934,1.297142456,-5.476984177,-0.014217509,0.027808382,3.29,2.046492,2.043986,1.229381,3.112694,2.988487,0.052391,4.11969,4.11264,0.83083,-2.391305,-2.37909,-0.29564,-1.728385,-1.733545,-0.535185,YSS,YFF,-3.91977836,-10.10125859,-10.10125859,-3.91977836,-0.963961647
23,T_prime,YSI,Y,S,I,391653,8.334316438,4.165372979,19,90,90,119.9859774,P 1,-34.72183243,-5.475540633,0.06232,-1.31993,-0.3838,-0.38323,41.301497,12.018393,41.311301,12.018393,0.212818969,-4.505971206,-0.719806436,-0.718605286,3.23,2.528255,2.528145,1.350681,2.174105,2.172396,0.026076,4.14171,4.1405,0.62388,-2.819005,-2.81812,-0.38623,-1.322705,-1.32238,-0.237655,YSS,YII,-3.91977836,-4.16379629,-4.16379629,-3.91977836,-1.433753307
24,T_prime,YSeBr,Y,Se,Br,393435,8.30240472,4.150604392,19,90,90,119.9951868,P m,-34.28364804,-5.712754887,0.07714,-1.60056,-0.25308,-0.25251,36.424881,9.07611,36.434058,9.07611,0.282060207,-5.850438783,-0.556207666,-0.554843041,3.15,2.457171,2.457122,1.330015,2.639267,2.638338,0.024458,4.11792,4.117645,0.607235,-2.58473,-2.5844,-0.296635,-1.53319,-1.53325,-0.310605,YSeSe,YBrBr,-3.796299214,-5.22272681,-5.22272681,-3.796299214,-1.203241875
25,T_prime,YSeCl,Y,Se,Cl,393417,8.187707734,4.092256577,19,90,90,119.9870677,P 1,-35.529722,-6.048232167,0.08873,-1.78828,-0.20159,-0.20064,38.448476,9.155929,38.458584,9.155929,0.302909815,-6.102791709,-0.423469215,-0.421384127,3.07,2.346181,2.346019,1.300527,2.838116,2.835971,0.030903,4.138475,4.137515,0.661575,-2.513325,-2.51239,-0.286625,-1.625145,-1.625125,-0.37496,YSeSe,YClCl,-3.796299214,-5.946626495,-5.946626495,-3.796299214,-1.176769313
26,T_prime,YSeF,Y,Se,F,393409,7.573075061,3.756653227,19,90,90,119.742369,P 1,-38.51238978,-7.530276857,0.71383,-2.34992,0.00551,0.03781,59.122775,15.743647,60.290306,15.743647,1.645560971,-5.275187978,0.007359775,0.049727784,2.25,2.392695,2.392834,1.258791,3.799849,3.616249,0.048677,4.147815,4.143985,0.737165,-2.297145,-2.28716,-0.216185,-1.850665,-1.85682,-0.52098,YSeSe,YFF,-3.796299214,-10.10125859,-10.10125859,-3.796299214,-0.581497955
27,T_prime,YSeI,Y,Se,I,393453,8.492681971,4.245578328,19,90,90,119.9942483,P 1,-32.87082836,-5.181669797,0.06232,-1.31594,-0.28861,-0.28823,35.470625,9.394417,35.478206,9.394417,0.238991804,-5.045049245,-0.64328481,-0.642329288,3,2.69342,2.693384,1.37308,2.366828,2.366749,0.020071,4.10535,4.104965,0.552715,-2.696085,-2.69567,-0.3111,-1.40926,-1.409295,-0.24162,YSeSe,YII,-3.796299214,-4.16379629,-4.16379629,-3.796299214,-1.201622045
28,T_prime,YTeBr,Y,Te,Br,395235,8.55873512,4.278323726,19,90,90,119.9918591,P 1,-31.85771123,-4.859379912,0.06935,-1.46661,-0.14858,-0.14801,31.335066,7.013622,31.348252,7.013622,0.28513932,-6.026843227,-0.387444806,-0.385825781,1.92,2.957046,2.957103,1.37116,3.312718,3.311071,0.023191,4.19085,4.190665,0.55075,-2.463055,-2.462815,-0.22602,-1.7278,-1.727855,-0.324735,YTeTe,YBrBr,-3.247105053,-5.22272681,-5.22272681,-3.247105053,-0.62446398
29,T_prime,YTeCl,Y,Te,Cl,395217,8.427755044,4.210102569,19,90,90,119.9706311,P 1,-33.05598793,-5.170958562,0.09538,-1.65072,-0.1102,-0.10868,34.044447,7.415453,34.064986,7.415453,0.358181011,-6.194179838,-0.265799001,-0.262003013,1.78,2.917547,2.917895,1.34193,3.630868,3.622138,0.030759,4.22984,4.228725,0.6,-2.404645,-2.40346,-0.21351,-1.825195,-1.825265,-0.38649,YTeTe,YClCl,-3.247105053,-5.946626495,-5.946626495,-3.247105053,-0.574092787
30,T_prime,YTeF,Y,Te,F,395209,7.709099069,3.820371136,19,90,90,119.710854,P 1,-35.63342846,-6.450389627,1.08585,-1.50081,-0.02869,0.00266,57.248368,14.876316,58.618154,14.876316,2.562656158,-3.431062956,-0.039778337,0.00361932,0.73,3.865356,3.9157,1.316711,5.682733,5.426782,0.041577,4.51203,4.53173,0.601115,-2.417025,-2.429085,-0.12729,-2.095005,-2.10264,-0.47383,YTeTe,YFF,-3.247105053,-10.10125859,-10.10125859,-3.247105053,0.223792195
31,T_prime,YTeI,Y,Te,I,395253,8.755048035,4.376257263,19,90,90,119.9894593,P 1,-30.52567576,-4.368686927,0.05586,-1.18921,-0.17765,-0.17822,29.252343,6.946286,29.273167,6.946286,0.250425254,-5.326359736,-0.490764443,-0.492056023,2.06,3.108143,3.108012,1.415252,2.828421,2.834933,0.0166,4.138605,4.13963,0.49221,-2.55648,-2.556925,-0.2394,-1.582125,-1.58271,-0.252805,YTeTe,YII,-3.247105053,-4.16379629,-4.16379629,-3.247105053,-0.663236255
32,T_prime,ScAsBr,Sc,As,Br,213335,7.001668486,3.515992087,19,90,90,112.6542966,P 1,-30.81869776,-2.993451238,1.58536,-0.20653,-1.25571,-1.51392,50.151678,13.470924,50.499188,13.470924,4.32204856,-0.557763118,-1.973685389,-2.366605205,0,5.897245,4.941341,1.415111,1.52819,1.950797,0.010928,1.953595,2.37394,0.35612,-0.05648,-0.55065,-0.106705,-1.897115,-1.82329,-0.24941,ScAsAs,ScBrBr,-1.494508867,-4.913676025,-4.913676025,-1.494508867,0.210641207
33,T_prime,ScAsCl,Sc,As,Cl,213317,6.840373677,3.420674086,19,90,90,112.6143219,P 1,-32.35672824,-3.474906778,2.13845,-0.00836,-1.73147,-1.93629,51.348849,13.756456,50.828458,13.756456,5.688517887,-0.022550711,-2.659491419,-2.998053075,0,5.818835,4.806273,1.384528,1.578561,1.975843,0.015801,1.613135,2.16201,0.41349,0.368805,-0.23303,-0.10328,-1.98194,-1.928975,-0.31021,ScAsAs,ScClCl,-1.494508867,-5.721760665,-5.721760665,-1.494508867,0.133227987
34,T_prime,ScAsF,Sc,As,F,213309,6.522084785,3.410683276,19,90,90,121.6776385,P 1,-36.70041223,-5.637459573,2.19849,0.28557,-2.27354,-2.61991,51.255521,23.011679,66.907037,23.011679,7.783962253,0.65056993,-3.061297585,-2.913642584,0,12.140994,12.196473,1.312125,3.11808,4.727706,0.036042,2.32145,1.44858,0.493925,0.02575,1.22367,-0.020885,-2.347195,-2.67225,-0.47304,ScAsAs,ScFF,-1.494508867,-9.5839258,-9.5839258,-1.494508867,-0.09824224
35,T_prime,ScAsI,Sc,As,I,213353,7.369881297,3.6857988,19,90,90,114.2450758,P 1,-28.94527713,-2.232065673,0.93347,-0.3211,-0.6403,-0.77083,43.688429,15.886546,42.096267,15.886546,3.357578334,-1.225117963,-1.07478014,-1.329411183,0,7.465749,5.562123,1.454955,1.214558,1.585645,0.005067,2.256385,2.66387,0.24194,-0.65133,-1.06233,-0.08628,-1.605055,-1.60154,-0.155655,ScAsAs,ScII,-1.494508867,-3.76448741,-3.76448741,-1.494508867,0.397432465
36,T_prime,ScBiBr,Sc,Bi,Br,218335,7.324955363,3.668196535,19,90,90,120.0640524,P 1,-29.16793164,-2.961712295,-0.095,1.67333,-1.58821,-1.59923,45.433674,17.635268,45.179625,17.635268,-0.341746214,6.075037439,-2.51821253,-2.545940817,0,15.027121,14.834048,1.495173,11.962929,12.18824,0.007955,-2.887505,-2.90761,0.23119,3.58547,3.66705,0.00939,-0.697965,-0.759445,-0.24058,ScBiBi,ScBrBr,-0.768180925,-4.913676025,-4.913676025,-0.768180925,-0.12078382
37,T_prime,ScBiCl,Sc,Bi,Cl,218317,7.173458074,3.592840399,19,90,90,120.0626908,P 1,-30.6668726,-3.423623075,-0.12179,3.49068,-1.862,-1.85516,47.311729,18.461559,47.739761,18.461559,-0.422146559,11.92245343,-2.830936474,-2.802300619,0,14.716831,14.972999,1.45803,10.513294,11.623579,0.010973,-2.38208,-2.468755,0.257855,3.40942,3.55163,0.02628,-1.02734,-1.082875,-0.284135,ScBiBi,ScClCl,-0.768180925,-5.721760665,-5.721760665,-0.768180925,-0.17865228
38,T_prime,ScBiF,Sc,Bi,F,218309,6.888576277,3.429852759,19,90,90,119.8761699,P 1,-34.34526101,-5.25352808,1.00301,6.76248,-2.51408,-2.49584,58.03227,24.442835,58.82495,24.442835,2.986087739,19.66859805,-3.048289541,-2.997365668,0,19.191107,18.816595,1.372093,14.697925,15.183435,0.039191,-1.124355,-0.946685,0.47747,3.909195,3.799505,0.028535,-2.78484,-2.85282,-0.506005,ScBiBi,ScFF,-0.768180925,-9.5839258,-9.5839258,-0.768180925,-0.077474718
39,T_prime,ScBiI,Sc,Bi,I,218353,7.648374928,3.817744811,19,90,90,120.1502314,P 1,-27.32841022,-2.217276335,3.93661,5.68442,-1.25476,-1.26312,38.564851,15.44586,40.250037,15.44586,17.02760298,22.9171885,-2.323168825,-2.267886986,0,16.980575,16.724032,1.542999,19.050407,15.229562,0.005026,-3.722385,-3.69382,0.19517,4.056715,4.02547,-0.013325,-0.334325,-0.331655,-0.181845,ScBiBi,ScII,-0.768180925,-3.76448741,-3.76448741,-0.768180925,0.049057833
40,T_prime,ScNBr,Sc,N,Br,210735,7.129867981,3.551042035,19,90,90,119.8900461,P 1,-37.67731147,-2.77045026,-2.05181,1.60322,-0.39387,-0.49362,57.942799,32.037857,57.924939,32.037857,-7.920535008,6.193127522,-0.437727416,-0.548693484,0,53.235361,102.585494,1.296604,6.680446,9.10508,0.01938,5.07402,5.28169,0.431345,-2.48295,-2.09437,-0.31284,-2.59107,-3.187315,-0.118505,ScNN,ScBrBr,1.979663695,-4.913676025,-4.913676025,1.979663695,-1.303444095
41,T_prime,ScNCl,Sc,N,Cl,210717,7.026187857,3.505142754,19,90,90,119.9260296,P 1,-39.11544301,-3.20195633,0.08797,-2.54201,-0.81168,-0.80864,76.5871,36.088068,76.519631,36.088068,0.217215068,-6.287192014,-0.720371679,-0.718103653,0.49,2.976683,2.985302,1.251829,2.795445,2.794459,0.029534,4.351285,4.3518,0.61877,-2.87941,-2.876195,-0.368705,-1.47188,-1.475605,-0.250065,ScNN,ScClCl,1.979663695,-5.721760665,-5.721760665,1.979663695,-1.330907845
42,T_prime,ScNF,Sc,N,F,210709,6.736015336,3.356884249,19,90,90,119.8922868,P 1,-42.93866839,-5.10427982,0.4845,-5.67169,-1.66725,-1.65148,77.249839,33.939966,77.590547,33.939966,1.118682569,-12.99338948,-1.499463013,-1.480742763,0.08,2.944854,2.98586,1.171501,3.442933,3.39165,0.056907,4.43923,4.43991,0.90856,-3.118015,-3.123705,-0.42224,-1.32122,-1.316205,-0.486315,ScNN,ScFF,1.979663695,-9.5839258,-9.5839258,1.979663695,-1.302148767
43,T_prime,ScNI,Sc,N,I,210753,7.090930685,3.528434287,19,90,90,119.8818835,P 1,-36.16847851,-2.19135853,1.29162,-1.76586,-0.59451,-0.57817,27.331196,32.257307,77.077357,32.257307,-26.21987202,-3.93988851,-0.997692458,-0.528807588,0,13.749707,13.263808,1.366579,1.756127,1.653517,0.033755,3.73885,3.72864,0.445355,-3.630925,-3.543225,-0.37981,-0.107925,-0.185415,-0.06555,ScNN,ScII,1.979663695,-3.76448741,-3.76448741,1.979663695,-1.298946673
44,T_prime,ScPBr,Sc,P,Br,211535,6.93871928,3.477403335,19,90,90,112.3136689,P 1,-31.68949092,-2.724510985,1.88708,-1.20137,-0.99408,-1.18522,50.111835,12.381977,50.826254,12.381977,5.001556062,-3.124964478,-1.590685491,-1.875103893,0,6.877673,6.790648,1.392359,1.439708,1.746729,0.010161,2.10176,2.337815,0.363115,-0.254035,-0.60331,-0.130415,-1.847725,-1.7345,-0.232695,ScPP,ScBrBr,-1.87540554,-4.913676025,-4.913676025,-1.87540554,0.670029798
45,T_prime,ScPCl,Sc,P,Cl,211517,8.400917603,3.936234487,19,90,90,134.4195624,P 1,-34.51145281,-3.84793223,0.21755,1.76263,-0.86336,-0.90326,47.861209,13.569458,41.238702,13.569458,0.634409132,6.370358366,-1.405421823,-1.64803927,0.4,5.42086,4.835443,1.326413,4.116385,3.540022,0.01986,4.028445,3.903875,0.4577,-2.7267,-2.723405,-0.134935,-1.30174,-1.180475,-0.32276,ScPP,ScClCl,-1.87540554,-5.721760665,-5.721760665,-1.87540554,-0.049349128
46,T_prime,ScPF,Sc,P,F,211509,6.339585274,3.256483323,19,90,90,120.9375312,P 1,-38.23303387,-5.69943356,0.69008,0.05795,-1.92983,-2.14776,63.496518,18.819025,78.047326,18.819025,1.544580847,0.09784174,-2.344429654,-2.217240536,0,9.11671,9.652548,1.297806,5.22945,7.695808,0.037303,2.943315,1.02806,0.485725,-0.77753,1.196395,-0.038815,-2.16579,-2.22445,-0.446915,ScPP,ScFF,-1.87540554,-9.5839258,-9.5839258,-1.87540554,0.03023211
47,T_prime,ScPI,Sc,P,I,211553,7.835315949,3.985384904,19,90,90,113.1719429,P 1,-30.49043778,-2.300309165,-4.60712,-0.93499,-0.57456,-0.68343,20.728696,13.035463,44.303649,13.035463,-59.88535639,-2.990227831,-1.701686099,-1.191908936,1.17,3.391736,3.527245,1.369581,2.090994,2.403955,0.015206,3.467135,4.180195,0.349835,-2.37192,-2.98288,-0.17076,-1.095215,-1.197315,-0.17907,ScPP,ScII,-1.87540554,-3.76448741,-3.76448741,-1.87540554,0.51963731
48,T_prime,ScSbBr,Sc,Sb,Br,215135,7.277329006,3.64633587,19,90,90,120.2519326,P 1,-29.70534228,-2.969105832,-0.44916,7.70925,-1.46376,-1.53121,36.993266,16.775195,36.547146,16.775195,-2.221576925,38.99084112,-2.722339403,-2.871610607,0,15.37423,14.72752,1.476483,14.469777,11.729323,0.008903,-3.21753,-3.00415,0.27313,3.96401,3.80296,-0.026315,-0.74648,-0.79881,-0.246815,ScSbSb,ScBrBr,-0.969872538,-4.913676025,-4.913676025,-0.969872538,-0.02733155
49,T_prime,ScSbCl,Sc,Sb,Cl,215117,7.080081816,3.531576768,19,90,90,120.0308403,P 1,-31.24960644,-3.453678212,1.38795,2.53403,-1.66782,-1.68644,44.398174,18.914044,44.977674,18.914044,5.446330716,9.722475342,-2.634278268,-2.639528334,0,14.849185,14.119567,1.443852,13.530632,12.609353,0.010889,-2.93587,-2.745725,0.281655,3.87887,3.750145,0.003345,-0.943,-1.00442,-0.285,ScSbSb,ScClCl,-0.969872538,-5.721760665,-5.721760665,-0.969872538,-0.10786161
50,T_prime,ScSbF,Sc,Sb,F,215109,6.753987422,3.377196128,19,90,90,119.9216733,P 1,-35.16518343,-5.402177507,1.19187,14.39687,-2.38336,-2.0691,55.010966,23.001267,54.928506,23.001267,3.723465191,45.0927498,-3.0551106,-2.655082801,0,16.407612,15.869693,1.357742,15.759951,13.736762,0.03752,-1.386235,-1.122685,0.489135,3.933815,3.71871,0.01767,-2.547575,-2.59602,-0.5068,ScSbSb,ScFF,-0.969872538,-9.5839258,-9.5839258,-0.969872538,-0.125278338
