,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
1653,1653,H,PtBiCl,Pt,Bi,Cl,788317-2,3.78,3.78,19.11,90.0,90.0,120.0,P 3 m 1,-12.26,-0.49,0.0,-1.49,-2.05,-2.05,36.31,9.27,36.31,9.27,0.0,-5.51,-4.49,-4.49,0.79,5.23,5.23,1.4,0.72,0.72,0.01,-0.93,-0.93,0.05,2.96,2.96,0.22,-2.03,-2.03,-0.27,PtBiBi,PtClCl,-0.1,0.88,-0.1,0.88,-0.88
1654,1654,H,PtBiF,Pt,Bi,F,788309-2,3.76,3.76,19.11,90.0,90.0,120.0,P 3 m 1,-13.11,-1.33,0.0,-1.87,-2.54,-2.54,24.89,0.26,24.89,0.26,0.0,-7.58,-10.08,-10.08,0.87,4.83,4.83,1.31,0.55,0.55,0.02,-0.62,-0.62,0.17,2.94,2.94,0.23,-2.31,-2.31,-0.4,PtBiBi,PtFF,-0.1,-0.61,-0.61,-0.1,-0.97
1655,1655,H,PtBiI,Pt,Bi,I,788353-2,3.97,3.97,19.11,90.0,90.0,120.0,P 3 m 1,-11.59,-0.28,,,,,30.63,23.03,30.63,23.03,,,,,0.0,6.3,6.3,1.48,3.72,3.71,0.01,-1.06,-1.06,0.0,2.75,2.75,0.2,-1.69,-1.69,-0.2,PtBiBi,PtII,-0.1,0.71,-0.1,0.71,-0.59
1656,1656,H,PtNBr,Pt,N,Br,780735-2,3.15,3.15,19.11,90.0,90.0,120.0,P 3 m 1,-13.35,2.58,,,,,106.1,41.7,106.1,41.7,,,,,0.0,23.11,23.11,1.38,0.79,0.79,0.02,-3.26,-3.26,0.28,2.73,2.73,-0.23,0.53,0.53,-0.05,PtNN,PtBrBr,5.8,0.82,0.82,5.8,-0.73
1657,1657,H,PtNCl,Pt,N,Cl,780717-2,3.1,3.1,19.11,90.0,90.0,120.0,P 3 m 1,-13.64,2.58,,,,,98.53,42.0,98.53,42.0,,,,,0.0,34.82,34.82,1.32,0.15,0.15,0.01,0.6,0.61,0.18,1.7,1.68,-0.07,-2.3,-2.29,-0.11,PtNN,PtClCl,5.8,0.88,0.88,5.8,-0.76
1658,1658,H,PtNF,Pt,N,F,780709-2,2.97,2.97,19.11,90.0,90.0,120.0,P 3 m 1,-15.16,1.06,,,,,129.23,37.27,129.23,37.27,,,,,0.0,9.81,9.81,1.24,0.69,0.69,0.01,-0.43,-0.43,0.26,2.64,2.64,0.04,-2.21,-2.21,-0.29,PtNN,PtFF,5.8,-0.61,-0.61,5.8,-1.53
1659,1659,H,PtNI,Pt,N,I,780753-2,3.21,3.21,19.11,90.0,90.0,120.0,P 3 m 1,-13.33,2.42,,,,,54.94,110.36,54.94,110.36,,,,,0.0,10290.51,10284.64,2.63,1079.14,3747.38,0.01,-11.03,-4.86,0.19,9.7,2.17,-0.19,1.33,2.69,-0.0,PtNN,PtII,5.8,0.71,0.71,5.8,-0.83
1660,1660,H,PtPBr,Pt,P,Br,781535-2,3.47,3.47,19.11,90.0,90.0,120.0,P 3 m 1,-13.38,-0.4,,,,,-14.27,102.65,-14.27,102.65,,,,,0.0,5.37,5.37,1.4,17.05,17.05,0.01,-1.11,-1.11,0.01,2.86,2.86,0.19,-1.75,-1.75,-0.2,PtPP,PtBrBr,0.67,0.82,0.67,0.82,-1.15
1661,1661,H,PtPCl,Pt,P,Cl,781517-2,3.39,3.39,19.11,90.0,90.0,120.0,P 3 m 1,-13.9,-0.63,-0.0,0.57,-1.81,-1.81,72.52,17.64,72.52,17.64,-0.0,1.05,-2.01,-2.01,0.46,4.83,4.83,1.37,0.75,0.75,0.01,-1.1,-1.1,0.02,2.92,2.92,0.22,-1.82,-1.82,-0.23,PtPP,PtClCl,0.67,0.88,0.67,0.88,-1.41
1662,1662,H,PtPF,Pt,P,F,781509-2,3.28,3.28,19.11,90.0,90.0,120.0,P 3 m 1,-15.11,-1.83,-0.0,-0.9,-2.89,-2.89,70.87,18.91,70.87,18.91,-0.0,-1.73,-3.22,-3.22,0.73,4.59,4.59,1.28,0.68,0.68,0.02,-0.82,-0.82,0.15,2.93,2.93,0.22,-2.11,-2.11,-0.37,PtPP,PtFF,0.67,-0.61,-0.61,0.67,-1.86
1663,1663,H,PtPI,Pt,P,I,781553-2,3.55,3.55,19.11,90.0,90.0,120.0,P 3 m 1,-12.71,0.1,,,,,14.71,0.5,14.71,0.5,,,,,0.0,11.16,11.16,1.45,0.79,0.79,0.01,-1.79,-1.8,0.07,2.7,2.7,0.09,-0.91,-0.9,-0.15,PtPP,PtII,0.67,0.71,0.67,0.71,-0.6
1664,1664,H,PtSbBr,Pt,Sb,Br,785135-2,3.76,3.76,19.11,90.0,90.0,120.0,P 3 m 1,-12.42,-0.67,0.01,22.11,-1.25,-1.25,9.44,44.02,9.44,44.02,-0.02,-63.93,-2.33,-2.33,0.41,5.18,5.18,1.43,10.14,10.13,0.01,-1.03,-1.03,-0.01,2.89,2.89,0.24,-1.87,-1.87,-0.22,PtSbSb,PtBrBr,-0.25,0.82,-0.25,0.82,-0.96
1665,1665,H,PtSbCl,Pt,Sb,Cl,785117-2,3.68,3.68,19.11,90.0,90.0,120.0,P 3 m 1,-12.78,-0.75,-0.0,-1.16,-1.61,-1.61,41.46,10.26,41.46,10.26,-0.0,-3.71,-3.12,-3.12,0.75,4.87,4.87,1.39,0.66,0.66,0.01,-0.97,-0.97,0.01,2.94,2.94,0.25,-1.98,-1.98,-0.26,PtSbSb,PtClCl,-0.25,0.88,-0.25,0.88,-1.07
1666,1666,H,PtSbF,Pt,Sb,F,785109-2,3.63,3.63,19.11,90.0,90.0,120.0,P 3 m 1,-13.71,-1.67,-0.0,-1.88,-2.21,-2.21,32.7,3.53,32.7,3.53,-0.0,-6.45,-6.1,-6.1,0.85,4.73,4.73,1.3,0.54,0.54,0.02,-0.63,-0.63,0.15,2.92,2.92,0.25,-2.3,-2.3,-0.4,PtSbSb,PtFF,-0.25,-0.61,-0.61,-0.25,-1.24
1667,1667,H,PtSbI,Pt,Sb,I,785153-2,3.9,3.9,19.11,90.0,90.0,120.0,P 3 m 1,-12.0,-0.43,,,,,35.45,22.42,35.45,22.42,,,,,0.0,5.9,5.9,1.46,3.24,3.24,0.01,-1.1,-1.1,-0.03,2.74,2.74,0.22,-1.64,-1.64,-0.19,PtSbSb,PtII,-0.25,0.71,-0.25,0.71,-0.66
1668,1668,H,NiOS,Ni,O,S,280816-2,2.91,2.91,19.11,90.0,90.0,120.0,P 3 m 1,-14.46,-0.34,,,,,60.61,13.46,60.61,13.46,,,,,0.0,56.4,56.4,1.29,10.24,10.8,0.0,-4.87,-5.05,0.12,1.68,1.81,-0.14,3.18,3.24,0.02,NiOO,NiSS,-0.98,-0.18,-0.98,-0.18,0.24
1669,1669,H,NiOSe,Ni,O,Se,280834-2,2.94,2.94,19.11,90.0,90.0,120.0,P 3 m 1,-14.12,-0.64,,,,,76.93,60.66,76.93,60.66,,,,,0.0,38.8,38.8,1.34,0.4,0.41,0.01,-3.27,-3.28,0.22,0.35,0.35,-0.23,2.92,2.93,0.01,NiOO,NiSeSe,-0.98,-0.25,-0.98,-0.25,-0.02
1670,1670,H,NiOTe,Ni,O,Te,280852-2,3.14,3.14,19.11,90.0,90.0,120.0,P 3 m 1,-13.92,-0.8,,,,,69.4,137.59,69.4,137.59,,,,,0.0,42.72,42.72,1.47,0.29,0.28,0.03,-2.85,-2.81,0.23,0.73,0.7,-0.21,2.11,2.11,-0.02,NiOO,NiTeTe,-0.98,-0.19,-0.98,-0.19,-0.21
1671,1671,H,NiSSe,Ni,S,Se,281634-2,3.53,3.53,19.11,90.0,90.0,120.0,P 3 m 1,-13.26,-0.15,,,,,44.74,13.98,44.74,13.98,,,,,0.0,20.48,20.48,1.32,0.32,0.32,0.0,0.05,0.07,0.09,-0.88,-0.9,-0.02,0.83,0.82,-0.07,NiSS,NiSeSe,-0.18,-0.25,-0.25,-0.18,0.06
1672,1672,H,NiSTe,Ni,S,Te,281652-2,3.55,3.55,19.11,90.0,90.0,120.0,P 3 m 1,-12.86,-0.11,,,,,49.52,15.27,49.52,15.27,,,,,0.0,22.55,22.55,1.37,1.71,1.72,0.0,-0.33,-0.32,0.05,-1.74,-1.75,-0.05,2.07,2.07,-0.0,NiSS,NiTeTe,-0.18,-0.19,-0.19,-0.18,0.08
1673,1673,H,NiSeTe,Ni,Se,Te,283452-2,3.63,3.63,19.11,90.0,90.0,120.0,P 3 m 1,-12.35,-0.23,,,,,51.57,16.29,51.57,16.29,,,,,0.0,16.02,16.02,1.4,0.82,0.82,0.0,-1.24,-1.23,0.08,-0.53,-0.54,-0.06,1.78,1.77,-0.02,NiSeSe,NiTeTe,-0.25,-0.19,-0.25,-0.19,-0.01
1674,1674,H,PdOS,Pd,O,S,460816-2,3.88,3.88,19.11,90.0,90.0,120.0,P 3 m 1,-14.42,-0.56,,,,,29.57,39.71,29.57,39.71,,,,,0.0,10.34,10.34,1.18,4.08,4.09,0.0,-2.19,-2.21,0.06,-2.09,-2.08,-0.3,4.28,4.29,0.23,PdOO,PdSS,0.4,0.23,0.23,0.4,-0.87
1675,1675,H,PdOSe,Pd,O,Se,460834-2,3.14,3.14,19.11,90.0,90.0,120.0,P 3 m 1,-12.91,0.33,,,,,32.13,27.29,32.13,27.29,,,,,0.0,24.71,24.71,1.33,19.94,20.06,0.0,-4.38,-4.41,0.14,0.63,0.64,-0.14,3.75,3.76,0.01,PdOO,PdSeSe,0.4,-0.02,-0.02,0.4,0.14
1676,1676,H,PdOTe,Pd,O,Te,460852-2,3.29,3.29,19.11,90.0,90.0,120.0,P 3 m 1,-12.64,0.24,,,,,49.29,29.2,49.29,29.2,,,,,0.0,50.09,50.13,1.36,43.15,44.79,0.0,-5.95,-6.21,0.13,1.06,1.31,-0.18,4.89,4.9,0.05,PdOO,PdTeTe,0.4,-0.3,-0.3,0.4,0.18
1677,1677,H,PdSSe,Pd,S,Se,461634-2,3.96,3.96,19.11,90.0,90.0,120.0,P 3 m 1,-12.72,0.13,,,,,33.76,34.89,33.76,34.89,,,,,0.0,45.6,45.6,1.27,17.43,22.57,0.0,-3.88,-4.36,0.05,0.16,0.38,-0.07,3.72,3.98,0.02,PdSS,PdSeSe,0.23,-0.02,-0.02,0.23,0.03
1678,1678,H,PdSTe,Pd,S,Te,461652-2,4.01,4.01,19.11,90.0,90.0,120.0,P 3 m 1,-12.48,0.02,,,,,34.84,18.25,34.65,18.25,,,,,0.0,11.07,11.07,1.33,2.12,2.11,0.0,-1.23,-1.25,-0.01,-1.69,-1.68,-0.08,2.92,2.92,0.09,PdSS,PdTeTe,0.23,-0.3,-0.3,0.23,0.05
1679,1679,H,PdSeTe,Pd,Se,Te,463452-2,4.04,4.04,19.11,90.0,90.0,120.0,P 3 m 1,-12.08,-0.21,,,,,34.88,17.42,34.88,17.42,,,,,0.0,13.09,13.09,1.36,1.0,1.0,0.0,-0.7,-0.72,0.02,-1.29,-1.28,-0.07,1.99,2.0,0.05,PdSeSe,PdTeTe,-0.02,-0.3,-0.3,-0.02,-0.05
1680,1680,H,PtOS,Pt,O,S,780816-2,3.39,3.39,19.11,90.0,90.0,120.0,P 3 m 1,-14.2,0.55,,,,,51.38,-7.05,51.38,-7.05,,,,,0.0,7.29,7.29,1.26,0.85,0.85,0.01,0.46,0.46,0.06,-3.91,-3.91,-0.2,3.45,3.44,0.14,PtOO,PtSS,0.81,0.71,0.71,0.81,-0.21
1681,1681,H,PtOSe,Pt,O,Se,780834-2,3.95,3.95,19.11,90.0,90.0,120.0,P 3 m 1,-13.89,0.22,0.01,14.43,1.28,1.28,12.93,46.33,12.93,46.33,-0.03,-43.21,2.16,2.16,0.4,5.61,5.61,1.21,5.23,5.21,0.0,-1.96,-1.97,0.04,-2.61,-2.61,-0.23,4.57,4.58,0.19,PtOO,PtSeSe,0.81,0.17,0.17,0.81,-0.27
1682,1682,H,PtOTe,Pt,O,Te,780852-2,3.32,3.32,19.11,90.0,90.0,120.0,P 3 m 1,-13.14,0.61,,,,,46.55,21.22,46.55,21.22,,,,,0.0,22.16,22.16,1.36,33.91,34.03,0.0,-4.26,-4.27,0.13,-0.56,-0.55,-0.18,4.81,4.82,0.05,PtOO,PtTeTe,0.81,-0.19,-0.19,0.81,0.3
1683,1683,H,PtSSe,Pt,S,Se,781634-2,3.54,3.54,19.11,90.0,90.0,120.0,P 3 m 1,-13.3,0.43,,,,,54.89,12.35,54.89,12.35,,,,,0.0,17.94,17.93,1.38,8.71,8.08,0.0,-3.99,-3.87,0.11,2.1,2.08,-0.03,1.89,1.78,-0.08,PtSS,PtSeSe,0.71,0.17,0.17,0.71,-0.01
1684,1684,H,PtSTe,Pt,S,Te,781652-2,3.91,3.91,19.11,90.0,90.0,120.0,P 3 m 1,-13.07,0.31,,,,,40.31,4.52,40.31,4.52,,,,,0.0,7.85,7.85,1.35,0.48,0.48,0.0,-0.47,-0.48,0.02,-2.3,-2.3,-0.1,2.78,2.78,0.08,PtSS,PtTeTe,0.71,-0.19,-0.19,0.71,0.05
1685,1685,H,PtSeTe,Pt,Se,Te,783452-2,3.8,3.8,19.11,90.0,90.0,120.0,P 3 m 1,-12.75,-0.01,,,,,39.35,9.41,39.35,9.41,,,,,0.0,88.99,88.99,1.43,3.95,3.56,0.0,-4.19,-3.94,0.11,1.36,1.23,-0.09,2.83,2.71,-0.03,PtSeSe,PtTeTe,0.17,-0.19,-0.19,0.17,-0.0
1686,1686,H,NiCBr,Ni,C,Br,280635-2,3.15,3.15,19.11,90.0,90.0,120.0,P 3 m 1,-13.2,3.01,,,,,30.53,93.54,30.53,93.54,,,,,0.0,9.13,9.13,1.33,0.65,0.65,0.02,-2.01,-2.01,0.11,2.54,2.54,0.06,-0.53,-0.53,-0.18,NiCC,NiBrBr,5.2,-0.59,-0.59,5.2,0.7
1687,1687,H,NiCCl,Ni,C,Cl,280617-2,3.19,3.19,19.11,90.0,90.0,120.0,P 3 m 1,-13.82,2.68,,,,,45.15,32.61,45.15,32.61,,,,,0.0,12.58,12.58,1.27,0.45,0.45,0.01,-1.58,-1.59,0.14,2.34,2.34,0.16,-0.76,-0.76,-0.29,NiCC,NiClCl,5.2,-1.04,-1.04,5.2,0.59
1688,1688,H,NiCF,Ni,C,F,280609-2,2.97,2.97,19.11,90.0,90.0,120.0,P 3 m 1,-15.42,1.09,,,,,45.85,31.71,45.85,31.71,,,,,0.0,5.06,5.06,1.2,0.79,0.79,0.02,-2.05,-2.05,0.27,3.11,3.11,0.12,-1.06,-1.06,-0.39,NiCC,NiFF,5.2,-3.87,-3.87,5.2,0.42
1689,1689,H,NiCI,Ni,C,I,280653-2,3.18,3.18,19.11,90.0,90.0,120.0,P 3 m 1,-12.84,3.19,,,,,50.91,171.69,50.91,171.69,,,,,0.0,5.89,5.89,1.42,443.91,443.95,0.08,-2.66,-2.66,0.2,1.73,1.73,-0.17,0.93,0.93,-0.03,NiCC,NiII,5.2,0.05,0.05,5.2,0.56
1690,1690,H,NiGeBr,Ni,Ge,Br,283235-2,3.66,3.66,19.11,90.0,90.0,120.0,P 3 m 1,-11.52,-0.05,,,,,14.2,54.79,-8.01,54.79,,,,,0.0,5.6,5.6,1.34,0.92,0.92,0.01,-1.59,-1.59,0.05,2.89,2.89,0.23,-1.3,-1.3,-0.28,NiGeGe,NiBrBr,0.47,-0.59,-0.59,0.47,0.01
1691,1691,H,NiGeCl,Ni,Ge,Cl,283217-2,3.58,3.58,19.11,90.0,90.0,120.0,P 3 m 1,-11.99,-0.23,,,,,20.13,35.5,20.13,35.5,,,,,0.0,5.09,5.09,1.31,1.03,1.03,0.01,-1.7,-1.69,0.08,3.03,3.03,0.23,-1.33,-1.33,-0.31,NiGeGe,NiClCl,0.47,-1.04,-1.04,0.47,0.06
1692,1692,H,NiGeF,Ni,Ge,F,283209-2,2.89,2.89,19.11,90.0,90.0,120.0,P 3 m 1,-13.31,-1.54,,,,,36.11,47.54,36.11,47.54,,,,,0.0,351.31,351.31,1.34,13.87,13.09,0.02,-7.31,-2.84,0.26,2.66,2.72,0.09,4.65,0.13,-0.35,NiGeGe,NiFF,0.47,-3.87,-3.87,0.47,0.15
1693,1693,H,NiGeI,Ni,Ge,I,283253-2,3.77,3.77,19.11,90.0,90.0,120.0,P 3 m 1,-10.97,0.33,,,,,39.99,21.77,39.99,21.77,,,,,0.0,55.01,55.01,1.38,0.98,0.97,0.01,-1.91,-2.02,0.01,2.24,2.25,0.21,-0.33,-0.23,-0.23,NiGeGe,NiII,0.47,0.05,0.05,0.47,0.07
1694,1694,H,NiSiBr,Ni,Si,Br,281435-2,3.61,3.61,19.11,90.0,90.0,120.0,P 3 m 1,-12.23,0.17,,,,,23.93,41.82,23.93,41.82,,,,,0.0,5.29,5.29,1.34,0.65,0.64,0.01,-1.46,-1.46,0.06,2.69,2.69,0.24,-1.23,-1.23,-0.3,NiSiSi,NiBrBr,0.46,-0.59,-0.59,0.46,0.24
1695,1695,H,NiSiCl,Ni,Si,Cl,281417-2,3.54,3.54,19.11,90.0,90.0,120.0,P 3 m 1,-12.75,-0.05,,,,,33.65,22.78,33.65,22.78,,,,,0.0,4.67,4.67,1.3,0.69,0.69,0.02,-1.52,-1.52,0.08,2.81,2.81,0.26,-1.29,-1.29,-0.35,NiSiSi,NiClCl,0.46,-1.04,-1.04,0.46,0.24
1696,1696,H,NiSiF,Ni,Si,F,281409-2,2.74,2.74,19.11,90.0,90.0,120.0,P 3 m 1,-14.05,-1.35,,,,,56.63,28.02,56.63,28.02,,,,,0.0,73.75,73.75,1.34,50.65,51.58,0.01,-0.12,-0.09,0.24,3.55,3.56,0.07,-3.43,-3.47,-0.31,NiSiSi,NiFF,0.46,-3.87,-3.87,0.46,0.35
1697,1697,H,NiSiI,Ni,Si,I,281453-2,3.73,3.73,19.11,90.0,90.0,120.0,P 3 m 1,-11.6,0.63,,,,,48.67,29.73,48.67,29.73,,,,,0.0,6.88,6.88,1.37,40.11,40.01,0.01,-1.31,-1.31,0.02,2.41,2.41,0.23,-1.1,-1.1,-0.26,NiSiSi,NiII,0.46,0.05,0.05,0.46,0.37
1698,1698,H,NiSnBr,Ni,Sn,Br,285035-2,3.59,3.59,19.11,90.0,90.0,120.0,P 3 m 1,-10.86,-0.03,,,,,16.86,0.24,16.86,0.24,,,,,0.0,14.97,14.97,1.43,3.54,3.55,0.01,-1.08,-1.08,0.14,2.35,2.35,0.02,-1.27,-1.27,-0.16,NiSnSn,NiBrBr,0.57,-0.59,-0.59,0.57,-0.02
1699,1699,H,NiSnCl,Ni,Sn,Cl,285017-2,3.4,3.4,19.11,90.0,90.0,120.0,P 3 m 1,-11.42,-0.3,,,,,29.83,22.32,29.83,22.32,,,,,0.0,53.31,53.31,1.42,7.18,7.09,0.01,-1.26,-1.3,0.06,2.78,2.77,0.1,-1.52,-1.46,-0.15,NiSnSn,NiClCl,0.57,-1.04,-1.04,0.57,-0.07
1700,1700,H,NiSnF,Ni,Sn,F,285009-2,3.15,3.15,19.11,90.0,90.0,120.0,P 3 m 1,-12.65,-1.53,,,,,55.2,27.75,55.2,27.75,,,,,0.0,95.63,95.63,1.35,20.71,20.32,0.02,1.0,0.98,0.27,2.63,2.61,0.1,-3.63,-3.59,-0.37,NiSnSn,NiFF,0.57,-3.87,-3.87,0.57,0.12
1701,1701,H,NiSnI,Ni,Sn,I,285053-2,3.87,3.87,19.11,90.0,90.0,120.0,P 3 m 1,-10.47,0.18,,,,,37.28,22.88,37.28,22.88,,,,,0.0,24.44,24.44,1.42,1.45,1.46,0.01,-2.27,-2.31,0.06,2.26,2.26,0.16,0.01,0.05,-0.22,NiSnSn,NiII,0.57,0.05,0.05,0.57,-0.13
1702,1702,H,PdCBr,Pd,C,Br,460635-2,3.3,3.3,19.11,90.0,90.0,120.0,P 3 m 1,-12.76,3.19,,,,,76.27,34.9,76.27,34.9,,,,,0.0,10.34,10.34,1.34,1.21,1.21,0.02,-2.51,-2.52,0.12,3.15,3.15,0.04,-0.64,-0.63,-0.16,PdCC,PdBrBr,5.71,-0.08,-0.08,5.71,0.37
1703,1703,H,PdCCl,Pd,C,Cl,460617-2,3.35,3.35,19.11,90.0,90.0,120.0,P 3 m 1,-13.23,3.01,,,,,35.4,25.85,35.4,25.85,,,,,0.0,7.14,7.14,1.29,1.17,1.17,0.01,-2.43,-2.44,0.16,3.25,3.25,0.1,-0.82,-0.81,-0.26,PdCC,PdClCl,5.71,-0.18,-0.18,5.71,0.24
1704,1704,H,PdCF,Pd,C,F,460609-2,3.16,3.16,19.11,90.0,90.0,120.0,P 3 m 1,-16.39,-0.15,,,,,65.44,20.42,65.44,20.42,,,,,0.0,9.56,9.56,1.24,0.93,0.93,0.01,-1.97,-1.97,0.05,3.04,3.04,0.56,-1.08,-1.08,-0.62,PdCC,PdFF,5.71,-2.02,-2.02,5.71,-1.99
1705,1705,H,PdCI,Pd,C,I,460653-2,3.27,3.27,19.11,90.0,90.0,120.0,P 3 m 1,-12.49,3.28,,,,,46.87,103.78,46.87,103.78,,,,,0.0,19888.71,19888.71,1.73,37.13,143.87,0.0,-6.6,-8.38,0.05,4.65,5.56,-0.05,1.95,2.82,-0.0,PdCC,PdII,5.71,-0.02,-0.02,5.71,0.44
1706,1706,H,PdGeBr,Pd,Ge,Br,463235-2,3.92,3.92,19.11,90.0,90.0,120.0,P 3 m 1,-11.76,-0.54,,,,,18.88,26.57,18.88,26.57,,,,,0.0,3.89,3.89,1.33,4.34,4.37,0.01,-1.56,-1.56,0.05,2.94,2.94,0.28,-1.38,-1.39,-0.33,PdGeGe,PdBrBr,0.03,-0.08,-0.08,0.03,-0.51
1707,1707,H,PdGeCl,Pd,Ge,Cl,463217-2,3.9,3.9,19.11,90.0,90.0,120.0,P 3 m 1,-12.16,-0.65,,,,,-34.52,74.46,-34.52,74.46,,,,,0.0,3.52,3.52,1.3,7.03,7.04,0.02,-1.56,-1.56,0.07,2.99,2.99,0.32,-1.43,-1.43,-0.39,PdGeGe,PdClCl,0.03,-0.18,-0.18,0.03,-0.58
1708,1708,H,PdGeF,Pd,Ge,F,463209-2,3.13,3.13,19.11,90.0,90.0,120.0,P 3 m 1,-12.82,-1.3,,,,,5.47,17.41,5.47,17.41,,,,,0.0,10.13,10.13,1.35,15.94,16.01,0.02,-0.83,-0.82,0.28,3.03,3.03,0.05,-2.2,-2.21,-0.34,PdGeGe,PdFF,0.03,-2.02,-2.02,0.03,-0.31
1709,1709,H,PdGeI,Pd,Ge,I,463253-2,4.0,4.0,19.11,90.0,90.0,120.0,P 3 m 1,-11.3,-0.25,,,,,29.75,26.72,29.75,26.72,,,,,0.0,4.64,4.64,1.38,6.44,6.45,0.01,-1.48,-1.48,0.01,2.75,2.75,0.27,-1.27,-1.27,-0.28,PdGeGe,PdII,0.03,-0.02,-0.02,0.03,-0.26
1710,1710,H,PdSiBr,Pd,Si,Br,461435-2,3.87,3.87,19.11,90.0,90.0,120.0,P 3 m 1,-12.47,-0.32,,,,,21.81,25.74,21.81,25.74,,,,,0.0,4.06,4.06,1.33,0.58,0.58,0.02,-1.58,-1.58,0.07,2.88,2.88,0.28,-1.3,-1.3,-0.36,PdSiSi,PdBrBr,0.57,-0.08,-0.08,0.57,-0.57
1711,1711,H,PdSiCl,Pd,Si,Cl,461417-2,3.86,3.86,19.11,90.0,90.0,120.0,P 3 m 1,-12.93,-0.49,,,,,-0.06,39.69,-0.06,39.69,,,,,0.0,3.71,3.71,1.29,0.54,0.54,0.02,-1.61,-1.61,0.1,2.91,2.91,0.34,-1.3,-1.3,-0.43,PdSiSi,PdClCl,0.57,-0.18,-0.18,0.57,-0.68
1712,1712,H,PdSiF,Pd,Si,F,461409-2,3.53,3.53,19.11,90.0,90.0,120.0,P 3 m 1,-15.97,-3.52,,,,,27.97,24.06,27.97,24.06,,,,,0.0,6.77,6.77,1.26,1.49,1.49,0.01,-2.05,-2.05,-0.07,3.14,3.14,0.69,-1.1,-1.1,-0.62,PdSiSi,PdFF,0.57,-2.02,-2.02,0.57,-2.8
1713,1713,H,PdSiI,Pd,Si,I,461453-2,3.94,3.94,19.11,90.0,90.0,120.0,P 3 m 1,-11.95,0.03,,,,,32.39,28.9,32.39,28.9,,,,,0.0,4.94,4.94,1.37,0.58,0.58,0.01,-1.48,-1.48,0.04,2.68,2.68,0.26,-1.2,-1.2,-0.3,PdSiSi,PdII,0.57,-0.02,-0.02,0.57,-0.25
1714,1714,H,PdSnBr,Pd,Sn,Br,465035-2,4.07,4.07,19.11,90.0,90.0,120.0,P 3 m 1,-11.31,-0.74,,,,,17.52,21.55,17.52,21.55,,,,,0.0,3.74,3.74,1.36,40.95,40.99,0.01,-1.45,-1.45,0.06,2.92,2.92,0.28,-1.47,-1.47,-0.34,PdSnSn,PdBrBr,-0.23,-0.08,-0.23,-0.08,-0.58
1715,1715,H,PdSnCl,Pd,Sn,Cl,465017-2,4.05,4.05,19.11,90.0,90.0,120.0,P 3 m 1,-11.68,-0.82,,,,,17.1,17.15,17.1,17.15,,,,,0.0,3.44,3.44,1.32,0.65,0.65,0.02,-1.43,-1.43,0.08,2.96,2.95,0.31,-1.53,-1.53,-0.39,PdSnSn,PdClCl,-0.23,-0.18,-0.23,-0.18,-0.61
1716,1716,H,PdSnF,Pd,Sn,F,465009-2,4.19,4.19,19.11,90.0,90.0,120.0,P 3 m 1,-12.86,-1.99,,,,,15.55,12.96,15.55,12.96,,,,,0.0,3.12,3.12,1.22,0.42,0.42,0.02,-1.36,-1.36,0.18,2.87,2.87,0.39,-1.52,-1.52,-0.57,PdSnSn,PdFF,-0.23,-2.02,-2.02,-0.23,-0.86
1717,1717,H,PdSnI,Pd,Sn,I,465053-2,4.14,4.14,19.11,90.0,90.0,120.0,P 3 m 1,-10.94,-0.54,,,,,25.4,22.77,25.4,22.77,,,,,0.0,4.36,4.36,1.4,6.57,6.58,0.01,-1.48,-1.47,0.03,2.81,2.81,0.27,-1.33,-1.33,-0.29,PdSnSn,PdII,-0.23,-0.02,-0.23,-0.02,-0.41
1718,1718,H,PtCBr,Pt,C,Br,780635-2,3.31,3.31,19.11,90.0,90.0,120.0,P 3 m 1,-14.12,2.71,,,,,96.41,55.88,96.41,55.88,,,,,0.0,10.95,10.95,1.35,0.8,0.8,0.01,-3.0,-2.99,0.09,4.04,4.03,0.05,-1.04,-1.04,-0.14,PtCC,PtBrBr,5.69,0.82,0.82,5.69,-0.55
1719,1719,H,PtCCl,Pt,C,Cl,780617-2,3.3,3.3,19.11,90.0,90.0,120.0,P 3 m 1,-14.44,2.67,,,,,94.57,54.3,94.57,54.3,,,,,0.0,30.3,30.3,1.3,0.33,0.33,0.01,-0.58,-0.59,0.05,3.4,3.41,0.12,-2.83,-2.82,-0.18,PtCC,PtClCl,5.69,0.88,0.88,5.69,-0.61
1720,1720,H,PtCF,Pt,C,F,780609-2,3.24,3.24,19.11,90.0,90.0,120.0,P 3 m 1,-15.75,1.38,,,,,55.59,60.6,55.59,60.6,,,,,0.0,9.33,9.33,1.22,1.02,1.02,0.01,-3.18,-3.18,0.26,4.34,4.34,0.09,-1.16,-1.16,-0.34,PtCC,PtFF,5.69,-0.61,-0.61,5.69,-1.16
