,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
0,0,T,ScOBr,Sc,O,Br,210835-1,3.44,3.44,19.15,90.0,90.0,120.0,P 3 m 1,-20.65,-8.39,-0.0,0.11,0.06,0.06,100.92,34.45,100.92,34.45,-0.0,0.17,0.04,0.04,2.07,2.2,2.2,1.26,2.64,2.64,0.04,4.28,4.28,0.79,-3.11,-3.11,-0.56,-1.17,-1.17,-0.24,ScOO,ScBrBr,-8.14,-4.89,-8.14,-4.89,-1.88
1,1,T,ScOCl,Sc,O,Cl,210817-1,3.38,3.38,19.15,90.0,90.0,120.0,P 3 m 1,-21.52,-8.97,-0.0,-0.5,-0.42,-0.42,99.38,33.76,99.38,33.76,-0.0,-0.76,-0.32,-0.32,3.21,1.97,1.97,1.23,2.48,2.48,0.04,4.29,4.29,0.83,-3.05,-3.06,-0.55,-1.23,-1.23,-0.28,ScOO,ScClCl,-8.14,-5.72,-8.14,-5.72,-2.04
2,2,T,ScOF,Sc,O,F,210809-1,3.26,3.26,19.15,90.0,90.0,120.0,P 3 m 1,-23.74,-11.18,-0.0,-2.03,-1.21,-1.21,102.56,33.14,102.56,33.14,-0.0,-2.92,-0.89,-0.89,4.23,1.66,1.66,1.16,2.64,2.64,0.06,4.36,4.36,1.02,-2.92,-2.92,-0.53,-1.43,-1.43,-0.49,ScOO,ScFF,-8.14,-9.45,-9.45,-8.14,-2.39
3,3,T,ScOI,Sc,O,I,210853-1,3.55,3.55,19.15,90.0,90.0,120.0,P 3 m 1,-19.45,-7.37,0.0,1.54,0.8,0.8,102.15,33.84,102.15,33.84,0.0,2.25,0.59,0.59,0.64,2.87,2.87,1.31,3.19,3.19,0.04,4.31,4.31,0.74,-3.22,-3.22,-0.56,-1.09,-1.09,-0.19,ScOO,ScII,-8.14,-3.74,-8.14,-3.74,-1.43
4,4,T,ScSBr,Sc,S,Br,211635-1,3.8,3.8,19.15,90.0,90.0,120.0,P 3 m 1,-17.41,-5.53,-0.0,-1.46,-0.93,-0.93,48.8,12.57,48.8,12.57,-0.0,-4.02,-1.52,-1.52,2.17,2.61,2.61,1.31,3.01,3.01,0.02,4.27,4.27,0.53,-2.81,-2.81,-0.28,-1.46,-1.46,-0.25,ScSS,ScBrBr,-3.63,-4.89,-4.89,-3.63,-1.27
5,5,T,ScSCl,Sc,S,Cl,211617-1,3.72,3.72,19.15,90.0,90.0,120.0,P 3 m 1,-18.08,-5.91,0.0,-1.68,-1.26,-1.26,50.18,12.33,50.18,12.33,0.0,-4.44,-2.02,-2.02,2.17,2.45,2.45,1.29,3.21,3.21,0.02,4.26,4.26,0.58,-2.72,-2.72,-0.27,-1.54,-1.54,-0.31,ScSS,ScClCl,-3.63,-5.72,-5.72,-3.63,-1.23
6,6,T,ScSF,Sc,S,F,211609-1,3.53,3.53,19.15,90.0,90.0,120.0,P 3 m 1,-19.9,-7.73,0.0,-4.95,-1.99,-1.99,60.5,17.66,60.5,17.66,0.0,-11.55,-2.55,-2.55,1.74,2.3,2.3,1.22,4.88,4.88,0.05,4.25,4.25,0.75,-2.48,-2.48,-0.24,-1.78,-1.78,-0.51,ScSS,ScFF,-3.63,-9.45,-9.45,-3.63,-1.18
7,7,T,ScSI,Sc,S,I,211653-1,3.92,3.92,19.15,90.0,90.0,120.0,P 3 m 1,-16.61,-4.91,-0.0,-1.04,-0.43,-0.43,49.21,13.35,49.21,13.35,-0.0,-2.89,-0.68,-0.68,1.57,2.97,2.97,1.35,2.77,2.77,0.02,4.31,4.31,0.48,-2.96,-2.96,-0.3,-1.35,-1.35,-0.19,ScSS,ScII,-3.63,-3.74,-3.74,-3.63,-1.22
8,8,T,ScSeBr,Sc,Se,Br,213435-1,3.88,3.88,19.15,90.0,90.0,120.0,P 3 m 1,-16.45,-5.21,0.0,-1.49,-1.21,-1.21,43.75,10.65,43.75,10.65,0.0,-4.51,-2.22,-2.22,1.57,2.88,2.88,1.34,3.42,3.42,0.02,4.24,4.24,0.49,-2.67,-2.67,-0.22,-1.57,-1.57,-0.26,ScSeSe,ScBrBr,-3.46,-4.89,-4.89,-3.46,-1.03
9,9,T,ScSeCl,Sc,Se,Cl,213417-1,3.8,3.8,19.15,90.0,90.0,120.0,P 3 m 1,-17.1,-5.56,0.0,-1.71,-1.54,-1.54,45.79,10.74,45.79,10.74,0.0,-4.87,-2.72,-2.72,1.41,2.77,2.77,1.31,3.72,3.72,0.02,4.26,4.26,0.54,-2.59,-2.59,-0.21,-1.67,-1.67,-0.33,ScSeSe,ScClCl,-3.46,-5.72,-5.72,-3.46,-0.97
10,10,T,ScSeF,Sc,Se,F,213409-1,3.6,3.6,19.15,90.0,90.0,120.0,P 3 m 1,-18.85,-7.3,0.0,-6.48,-2.35,-2.35,55.83,18.15,55.83,18.15,0.0,-17.2,-3.17,-3.17,0.94,2.76,2.76,1.25,6.42,6.42,0.04,4.28,4.28,0.69,-2.37,-2.37,-0.18,-1.91,-1.91,-0.51,ScSeSe,ScFF,-3.46,-9.45,-9.45,-3.46,-0.84
11,11,T,ScSeI,Sc,Se,I,213453-1,4.0,4.0,19.15,90.0,90.0,120.0,P 3 m 1,-15.7,-4.63,-0.0,-1.09,-0.7,-0.7,42.8,10.84,42.8,10.84,-0.0,-3.41,-1.3,-1.3,1.47,3.17,3.17,1.37,3.0,3.0,0.01,4.26,4.26,0.43,-2.82,-2.82,-0.23,-1.45,-1.45,-0.2,ScSeSe,ScII,-3.46,-3.74,-3.74,-3.46,-1.03
12,12,T,ScTeBr,Sc,Te,Br,215235-1,4.01,4.01,19.15,90.0,90.0,120.0,P 3 m 1,-15.25,-4.36,0.0,-1.4,-1.6,-1.6,37.34,8.42,37.34,8.42,0.0,-4.83,-3.5,-3.5,0.51,3.74,3.74,1.37,4.39,4.39,0.02,4.37,4.38,0.45,-2.56,-2.56,-0.17,-1.81,-1.81,-0.28,ScTeTe,ScBrBr,-2.62,-4.89,-4.89,-2.62,-0.6
13,13,T,ScTeCl,Sc,Te,Cl,215217-1,3.94,3.94,19.15,90.0,90.0,120.0,P 3 m 1,-15.86,-4.68,0.0,-1.55,-1.92,-1.92,39.9,8.93,39.9,8.93,0.0,-5.01,-3.92,-3.92,0.32,3.85,3.85,1.35,4.84,4.85,0.02,4.44,4.44,0.5,-2.52,-2.52,-0.15,-1.92,-1.92,-0.34,ScTeTe,ScClCl,-2.62,-5.72,-5.72,-2.62,-0.51
14,14,T,ScTeF,Sc,Te,F,215209-1,3.73,3.73,19.15,90.0,90.0,120.0,P 3 m 1,-17.47,-6.29,,,,,45.06,21.11,45.06,21.11,,,,,0.0,4.58,4.58,1.29,11.49,11.5,0.04,4.53,4.53,0.6,-2.39,-2.39,-0.11,-2.13,-2.13,-0.49,ScTeTe,ScFF,-2.62,-9.45,-9.45,-2.62,-0.25
15,15,T,ScTeI,Sc,Te,I,215253-1,4.14,4.14,19.15,90.0,90.0,120.0,P 3 m 1,-14.56,-3.84,0.0,-1.09,-1.11,-1.11,35.34,8.22,35.34,8.22,0.0,-4.03,-2.55,-2.55,0.74,3.8,3.8,1.42,3.63,3.63,0.01,4.31,4.31,0.39,-2.66,-2.66,-0.18,-1.65,-1.65,-0.21,ScTeTe,ScII,-2.62,-3.74,-3.74,-2.62,-0.66
16,16,T,YOBr,Y,O,Br,390835-1,3.68,3.68,19.15,90.0,90.0,120.0,P 3 m 1,-21.27,-8.83,-0.0,-0.56,-0.49,-0.49,85.98,31.04,85.98,31.04,-0.0,-1.03,-0.41,-0.41,3.41,1.97,1.97,1.26,1.96,1.96,0.05,4.11,4.11,0.91,-2.95,-2.95,-0.62,-1.16,-1.16,-0.29,YOO,YBrBr,-8.16,-5.18,-8.16,-5.18,-2.16
17,17,T,YOCl,Y,O,Cl,390817-1,3.64,3.64,19.15,90.0,90.0,120.0,P 3 m 1,-22.05,-9.32,-0.0,-0.83,-0.55,-0.55,85.36,30.41,85.36,30.41,-0.0,-1.5,-0.47,-0.47,4.48,1.8,1.8,1.23,1.89,1.89,0.05,4.14,4.14,0.96,-2.91,-2.91,-0.62,-1.23,-1.23,-0.34,YOO,YClCl,-8.16,-5.92,-8.16,-5.92,-2.28
18,18,T,YOF,Y,O,F,390809-1,3.55,3.55,19.15,90.0,90.0,120.0,P 3 m 1,-24.15,-11.41,0.0,-1.85,-0.43,-0.43,92.76,30.24,92.76,30.24,0.0,-2.96,-0.35,-0.35,4.34,1.56,1.56,1.16,2.0,2.0,0.08,4.22,4.22,1.14,-2.78,-2.78,-0.61,-1.44,-1.44,-0.53,YOO,YFF,-8.16,-9.38,-9.38,-8.16,-2.64
19,19,T,YOI,Y,O,I,390853-1,3.77,3.77,19.15,90.0,90.0,120.0,P 3 m 1,-20.24,-7.98,-0.0,0.1,-0.31,-0.31,88.36,30.95,88.36,30.95,-0.0,0.17,-0.26,-0.26,1.92,2.33,2.33,1.31,2.18,2.18,0.05,4.1,4.1,0.86,-3.03,-3.03,-0.62,-1.07,-1.07,-0.24,YOO,YII,-8.16,-4.13,-8.16,-4.13,-1.84
20,20,T,YSBr,Y,S,Br,391635-1,4.08,4.08,19.15,90.0,90.0,120.0,P 3 m 1,-18.11,-6.05,-0.0,-1.58,-0.35,-0.35,40.92,11.03,40.92,11.03,-0.0,-5.29,-0.68,-0.68,3.03,2.26,2.26,1.3,2.33,2.34,0.03,4.15,4.15,0.67,-2.71,-2.71,-0.37,-1.43,-1.43,-0.3,YSS,YBrBr,-3.92,-5.18,-5.18,-3.92,-1.5
21,21,T,YSCl,Y,S,Cl,391617-1,4.02,4.02,19.15,90.0,90.0,120.0,P 3 m 1,-18.75,-6.4,0.0,-1.75,-0.3,-0.3,42.4,10.85,42.4,10.85,0.0,-5.56,-0.56,-0.56,3.06,2.13,2.13,1.27,2.46,2.46,0.03,4.16,4.16,0.72,-2.64,-2.64,-0.36,-1.52,-1.52,-0.36,YSS,YClCl,-3.92,-5.92,-5.92,-3.92,-1.49
22,22,T,YSF,Y,S,F,391609-1,3.83,3.83,19.15,90.0,90.0,120.0,P 3 m 1,-20.52,-8.16,0.0,-4.58,-0.09,-0.09,52.17,15.6,52.17,15.6,0.01,-12.51,-0.13,-0.14,2.88,1.98,1.98,1.22,3.7,3.7,0.05,4.14,4.15,0.84,-2.41,-2.41,-0.31,-1.74,-1.74,-0.53,YSS,YFF,-3.92,-9.38,-9.38,-3.92,-1.51
23,23,T,YSI,Y,S,I,391653-1,4.17,4.17,19.15,90.0,90.0,120.0,P 3 m 1,-17.37,-5.49,-0.0,-1.31,-0.38,-0.38,41.17,11.91,41.17,11.91,-0.0,-4.47,-0.72,-0.72,2.61,2.51,2.51,1.35,2.16,2.16,0.03,4.14,4.14,0.62,-2.82,-2.82,-0.39,-1.32,-1.32,-0.24,YSS,YII,-3.92,-4.13,-4.13,-3.92,-1.46
24,24,T,YSeBr,Y,Se,Br,393435-1,4.15,4.15,19.15,90.0,90.0,120.0,P 3 m 1,-17.15,-5.72,0.0,-1.58,-0.25,-0.25,36.3,9.04,36.3,9.04,0.0,-5.79,-0.56,-0.56,2.51,2.44,2.44,1.33,2.62,2.62,0.02,4.12,4.12,0.61,-2.59,-2.59,-0.3,-1.53,-1.53,-0.31,YSeSe,YBrBr,-3.79,-5.18,-5.18,-3.79,-1.24
25,25,T,YSeCl,Y,Se,Cl,393417-1,4.1,4.1,19.15,90.0,90.0,120.0,P 3 m 1,-17.78,-6.06,0.0,-1.76,-0.2,-0.2,38.44,9.18,38.44,9.18,0.0,-6.03,-0.42,-0.42,2.42,2.33,2.33,1.3,2.82,2.82,0.03,4.14,4.14,0.66,-2.51,-2.51,-0.29,-1.63,-1.63,-0.37,YSeSe,YClCl,-3.79,-5.92,-5.92,-3.79,-1.2
26,26,T,YSeF,Y,Se,F,393409-1,3.89,3.89,19.15,90.0,90.0,120.0,P 3 m 1,-19.48,-7.76,0.0,-5.68,-0.06,-0.06,48.53,15.77,48.53,15.77,0.0,-17.35,-0.1,-0.1,2.0,2.26,2.26,1.25,4.83,4.83,0.05,4.14,4.14,0.75,-2.29,-2.29,-0.23,-1.85,-1.85,-0.52,YSeSe,YFF,-3.79,-9.38,-9.38,-3.79,-1.17
27,27,T,YSeI,Y,Se,I,393453-1,4.25,4.25,19.15,90.0,90.0,120.0,P 3 m 1,-16.44,-5.19,-0.0,-1.31,-0.29,-0.29,35.38,9.33,35.38,9.33,-0.0,-5.01,-0.65,-0.65,2.39,2.68,2.68,1.37,2.35,2.35,0.02,4.11,4.11,0.55,-2.7,-2.7,-0.31,-1.41,-1.41,-0.24,YSeSe,YII,-3.79,-4.13,-4.13,-3.79,-1.23
28,28,T,YTeBr,Y,Te,Br,395235-1,4.28,4.28,19.15,90.0,90.0,120.0,P 3 m 1,-15.94,-4.87,0.0,-1.45,-0.15,-0.15,31.2,6.93,31.2,6.93,0.0,-5.99,-0.39,-0.39,1.36,2.94,2.94,1.37,3.29,3.29,0.02,4.19,4.19,0.55,-2.46,-2.46,-0.23,-1.73,-1.73,-0.32,YTeTe,YBrBr,-2.88,-5.18,-5.18,-2.88,-0.84
29,29,T,YTeCl,Y,Te,Cl,395217-1,4.22,4.22,19.15,90.0,90.0,120.0,P 3 m 1,-16.54,-5.19,0.0,-1.66,-0.11,-0.11,33.91,7.44,33.91,7.44,0.0,-6.27,-0.27,-0.27,1.22,2.89,2.89,1.34,3.61,3.62,0.03,4.23,4.23,0.6,-2.4,-2.4,-0.21,-1.83,-1.83,-0.39,YTeTe,YClCl,-2.88,-5.92,-5.92,-2.88,-0.79
30,30,T,YTeF,Y,Te,F,395209-1,3.99,3.99,19.15,90.0,90.0,120.0,P 3 m 1,-18.14,-6.77,0.0,-9.74,-0.09,-0.09,41.14,17.88,41.14,17.88,0.0,-41.88,-0.15,-0.15,0.72,3.15,3.15,1.3,8.71,8.71,0.04,4.28,4.29,0.63,-2.24,-2.24,-0.15,-2.05,-2.05,-0.48,YTeTe,YFF,-2.88,-9.38,-9.38,-2.88,-0.65
31,31,T,YTeI,Y,Te,I,395253-1,4.38,4.38,19.15,90.0,90.0,120.0,P 3 m 1,-15.27,-4.38,0.0,-1.21,-0.18,-0.18,29.13,6.89,29.13,6.89,0.0,-5.42,-0.49,-0.49,1.5,3.09,3.09,1.41,2.82,2.83,0.02,4.14,4.14,0.49,-2.56,-2.56,-0.24,-1.58,-1.58,-0.25,YTeTe,YII,-2.88,-4.13,-4.13,-2.88,-0.88
32,32,T,ScAsBr,Sc,As,Br,213335-1,3.61,3.61,19.15,90.0,90.0,120.0,P 3 m 1,-15.38,-2.97,,,,,36.88,23.29,36.88,23.29,,,,,0.0,6.74,6.74,1.41,1.88,1.88,0.01,2.63,2.63,0.35,-0.86,-0.86,-0.1,-1.77,-1.77,-0.25,ScAsAs,ScBrBr,-0.75,-4.89,-4.89,-0.75,-0.15
33,33,T,ScAsCl,Sc,As,Cl,213317-1,3.52,3.52,19.15,90.0,90.0,120.0,P 3 m 1,-16.16,-3.45,,,,,34.73,23.99,34.73,23.99,,,,,0.0,5.85,5.85,1.38,1.32,1.32,0.01,1.96,1.96,0.39,-0.09,-0.1,-0.09,-1.87,-1.87,-0.3,ScAsAs,ScClCl,-0.75,-5.72,-5.72,-0.75,-0.22
34,34,T,ScAsF,Sc,As,F,213309-1,3.32,3.32,19.15,90.0,90.0,120.0,P 3 m 1,-18.28,-5.57,,,,,34.79,33.31,34.79,33.31,,,,,0.0,6.32,6.32,1.31,2.49,2.49,0.03,0.75,0.75,0.54,1.6,1.6,-0.04,-2.35,-2.35,-0.5,ScAsAs,ScFF,-0.75,-9.45,-9.45,-0.75,-0.47
35,35,T,ScAsI,Sc,As,I,213353-1,3.78,3.78,19.15,90.0,90.0,120.0,P 3 m 1,-14.45,-2.21,,,,,28.39,28.98,28.39,28.98,,,,,0.0,8.44,8.44,1.45,1.84,1.84,0.0,3.0,3.0,0.24,-1.47,-1.47,-0.09,-1.53,-1.53,-0.16,ScAsAs,ScII,-0.75,-3.74,-3.74,-0.75,0.03
36,36,T,ScBiBr,Sc,Bi,Br,218335-1,3.66,3.66,19.15,90.0,90.0,120.0,P 3 m 1,-14.59,-2.97,,,,,33.26,22.76,33.26,22.76,,,,,0.0,14.69,14.69,1.49,13.77,13.77,0.01,-2.98,-2.98,0.23,3.7,3.7,0.01,-0.72,-0.72,-0.24,ScBiBi,ScBrBr,-0.76,-4.89,-4.89,-0.76,-0.15
37,37,T,ScBiCl,Sc,Bi,Cl,218317-1,3.58,3.58,19.15,90.0,90.0,120.0,P 3 m 1,-15.35,-3.44,,,,,42.66,21.71,42.66,21.71,,,,,0.0,14.24,14.24,1.45,13.01,13.01,0.01,-2.67,-2.67,0.25,3.64,3.64,0.03,-0.97,-0.97,-0.28,ScBiBi,ScClCl,-0.76,-5.72,-5.72,-0.76,-0.19
38,38,T,ScBiF,Sc,Bi,F,218309-1,3.46,3.46,19.15,90.0,90.0,120.0,P 3 m 1,-17.19,-5.27,,,,,37.25,32.38,37.25,32.38,,,,,0.0,17.98,17.98,1.37,15.49,15.5,0.04,-1.37,-1.37,0.47,3.91,3.91,0.03,-2.54,-2.54,-0.5,ScBiBi,ScFF,-0.76,-9.45,-9.45,-0.76,-0.17
39,39,T,ScBiI,Sc,Bi,I,218353-1,3.84,3.84,19.15,90.0,90.0,120.0,P 3 m 1,-13.67,-2.23,,,,,22.17,16.08,22.17,16.08,,,,,0.0,18.39,18.39,1.53,19.12,19.16,0.01,-3.95,-3.95,0.2,4.21,4.22,-0.02,-0.26,-0.27,-0.18,ScBiBi,ScII,-0.76,-3.74,-3.74,-0.76,0.02
40,40,T,ScNBr,Sc,N,Br,210735-1,3.57,3.57,19.15,90.0,90.0,120.0,P 3 m 1,-18.86,-2.8,,,,,64.74,35.65,64.74,35.65,,,,,0.0,31.34,31.34,1.29,4.66,4.62,0.02,4.67,4.62,0.47,-2.56,-2.51,-0.32,-2.11,-2.11,-0.15,ScNN,ScBrBr,1.99,-4.89,-4.89,1.99,-1.34
41,41,T,ScNCl,Sc,N,Cl,210717-1,3.52,3.52,19.15,90.0,90.0,120.0,P 3 m 1,-19.58,-3.22,,,,,76.03,35.48,76.03,35.48,,,,,0.0,2.94,2.94,1.25,2.8,2.81,0.03,4.35,4.35,0.62,-2.87,-2.87,-0.37,-1.47,-1.48,-0.25,ScNN,ScClCl,1.99,-5.72,-5.72,1.99,-1.35
42,42,T,ScNF,Sc,N,F,210709-1,3.37,3.37,19.15,90.0,90.0,120.0,P 3 m 1,-21.48,-5.12,,,,,76.74,33.87,76.74,33.87,,,,,0.0,2.89,2.89,1.17,3.5,3.51,0.06,4.44,4.44,0.91,-3.1,-3.1,-0.42,-1.34,-1.34,-0.49,ScNN,ScFF,1.99,-9.45,-9.45,1.99,-1.39
43,43,T,ScNI,Sc,N,I,210753-1,3.55,3.55,19.15,90.0,90.0,120.0,P 3 m 1,-18.09,-2.2,,,,,53.53,28.64,53.53,28.64,,,,,0.0,15.22,15.22,1.37,2.05,2.05,0.02,3.48,3.48,0.36,-4.02,-4.02,-0.34,0.54,0.54,-0.02,ScNN,ScII,1.99,-3.74,-3.74,1.99,-1.33
44,44,T,ScPBr,Sc,P,Br,211535-1,3.6,3.6,19.15,90.0,90.0,120.0,P 3 m 1,-15.8,-2.68,,,,,17.79,48.37,17.79,48.37,,,,,0.0,8.42,8.42,1.39,2.46,2.46,0.01,3.31,3.31,0.36,-1.59,-1.59,-0.13,-1.72,-1.72,-0.23,ScPP,ScBrBr,-0.01,-4.89,-4.89,-0.01,-0.23
45,45,T,ScPCl,Sc,P,Cl,211517-1,3.49,3.49,19.15,90.0,90.0,120.0,P 3 m 1,-16.58,-3.17,,,,,37.72,26.27,37.72,26.27,,,,,0.0,6.7,6.7,1.36,2.33,2.33,0.01,3.0,3.0,0.43,-1.13,-1.13,-0.14,-1.87,-1.87,-0.29,ScPP,ScClCl,-0.01,-5.72,-5.72,-0.01,-0.31
46,46,T,ScPF,Sc,P,F,211509-1,3.29,3.29,19.15,90.0,90.0,120.0,P 3 m 1,-18.74,-5.33,,,,,29.99,46.8,29.99,46.8,,,,,0.0,5.56,5.56,1.29,1.79,1.79,0.04,2.28,2.28,0.61,0.03,0.03,-0.1,-2.31,-2.31,-0.51,ScPP,ScFF,-0.01,-9.45,-9.45,-0.01,-0.6
47,47,T,ScPI,Sc,P,I,211553-1,3.77,3.77,19.15,90.0,90.0,120.0,P 3 m 1,-14.89,-1.94,,,,,17.26,39.28,17.26,39.28,,,,,0.0,13.96,13.96,1.42,1.27,1.28,0.0,2.61,2.61,0.2,-1.25,-1.25,-0.08,-1.36,-1.36,-0.12,ScPP,ScII,-0.01,-3.74,-3.74,-0.01,-0.07
48,48,T,ScSbBr,Sc,Sb,Br,215135-1,3.62,3.62,19.15,90.0,90.0,120.0,P 3 m 1,-14.86,-2.97,,,,,28.69,23.21,28.69,23.21,,,,,0.0,15.45,15.45,1.47,17.64,17.65,0.01,-3.5,-3.5,0.26,4.15,4.16,-0.02,-0.65,-0.65,-0.24,ScSbSb,ScBrBr,-0.82,-4.89,-4.89,-0.82,-0.12
49,49,T,ScSbCl,Sc,Sb,Cl,215117-1,3.53,3.53,19.15,90.0,90.0,120.0,P 3 m 1,-15.63,-3.46,,,,,30.64,21.32,30.64,21.32,,,,,0.0,14.06,14.06,1.44,14.37,14.37,0.01,-3.01,-3.01,0.28,3.96,3.96,0.01,-0.95,-0.95,-0.28,ScSbSb,ScClCl,-0.82,-5.72,-5.72,-0.82,-0.19
50,50,T,ScSbF,Sc,Sb,F,215109-1,3.39,3.39,19.15,90.0,90.0,120.0,P 3 m 1,-17.59,-5.41,,,,,26.4,5.4,26.4,5.4,,,,,0.0,15.94,15.94,1.35,14.58,14.59,0.04,-1.57,-1.57,0.49,3.95,3.95,0.02,-2.37,-2.37,-0.5,ScSbSb,ScFF,-0.82,-9.45,-9.45,-0.82,-0.28
51,51,T,ScSbI,Sc,Sb,I,215153-1,3.83,3.83,19.15,90.0,90.0,120.0,P 3 m 1,-13.94,-2.23,,,,,37.9,12.68,37.9,12.68,,,,,0.0,7.05,7.05,1.51,0.88,0.88,0.01,0.81,0.81,0.27,0.68,0.68,-0.08,-1.49,-1.49,-0.19,ScSbSb,ScII,-0.82,-3.74,-3.74,-0.82,0.05
52,52,T,YAsBr,Y,As,Br,393335-1,3.89,3.89,19.15,90.0,90.0,120.0,P 3 m 1,-15.72,-3.13,,,,,19.65,30.48,19.65,30.48,,,,,0.0,7.21,7.21,1.41,2.17,2.17,0.01,3.07,3.07,0.42,-1.35,-1.35,-0.13,-1.72,-1.72,-0.29,YAsAs,YBrBr,-0.11,-5.18,-5.18,-0.11,-0.48
53,53,T,YAsCl,Y,As,Cl,393317-1,3.81,3.81,19.15,90.0,90.0,120.0,P 3 m 1,-16.42,-3.54,,,,,34.56,15.38,34.56,15.38,,,,,0.0,6.3,6.3,1.38,2.08,2.08,0.02,2.89,2.89,0.48,-1.03,-1.03,-0.12,-1.85,-1.85,-0.36,YAsAs,YClCl,-0.11,-5.92,-5.92,-0.11,-0.52
54,54,T,YAsF,Y,As,F,393309-1,3.64,3.64,19.15,90.0,90.0,120.0,P 3 m 1,-18.43,-5.54,,,,,17.6,50.79,17.6,50.79,,,,,0.0,4.93,4.93,1.32,2.4,2.4,0.04,2.8,2.8,0.55,-0.5,-0.5,-0.07,-2.29,-2.29,-0.48,YAsAs,YFF,-0.11,-9.38,-9.38,-0.11,-0.8
55,55,T,YAsI,Y,As,I,393353-1,4.01,4.01,19.15,90.0,90.0,120.0,P 3 m 1,-14.92,-2.5,,,,,28.02,12.98,28.02,12.98,,,,,0.0,9.6,9.6,1.45,1.93,1.93,0.01,3.17,3.17,0.31,-1.64,-1.64,-0.11,-1.53,-1.53,-0.2,YAsAs,YII,-0.11,-4.13,-4.13,-0.11,-0.38
56,56,T,YBiBr,Y,Bi,Br,398335-1,3.85,3.85,19.15,90.0,90.0,120.0,P 3 m 1,-14.94,-3.14,,,,,-6.59,-4.98,-6.59,-4.98,,,,,0.0,13.37,13.37,1.5,18.97,18.98,0.01,-3.02,-3.02,0.29,3.97,3.97,-0.0,-0.96,-0.96,-0.28,YBiBi,YBrBr,-0.78,-5.18,-5.18,-0.78,-0.16
57,57,T,YBiCl,Y,Bi,Cl,398317-1,3.77,3.77,19.15,90.0,90.0,120.0,P 3 m 1,-15.65,-3.56,,,,,20.19,23.16,20.19,23.16,,,,,0.0,12.86,12.86,1.47,16.7,16.7,0.01,-2.58,-2.58,0.32,3.82,3.82,0.01,-1.24,-1.24,-0.33,YBiBi,YClCl,-0.78,-5.92,-5.92,-0.78,-0.21
58,58,T,YBiF,Y,Bi,F,398309-1,3.66,3.66,19.15,90.0,90.0,120.0,P 3 m 1,-17.52,-5.42,,,,,1.15,53.99,1.15,53.99,,,,,0.0,15.94,15.94,1.39,21.08,21.1,0.04,-1.56,-1.55,0.48,4.09,4.09,0.01,-2.54,-2.54,-0.49,YBiBi,YFF,-0.78,-9.38,-9.38,-0.78,-0.34
59,59,T,YBiI,Y,Bi,I,398353-1,4.05,4.05,19.15,90.0,90.0,120.0,P 3 m 1,-14.12,-2.49,,,,,7.86,32.55,7.86,32.55,,,,,0.0,8.16,8.16,1.54,2.98,2.99,0.01,-0.88,-0.88,0.26,2.06,2.06,-0.04,-1.18,-1.18,-0.23,YBiBi,YII,-0.78,-4.13,-4.13,-0.78,-0.04
60,60,T,YNBr,Y,N,Br,390735-1,3.83,3.83,19.15,90.0,90.0,120.0,P 3 m 1,-19.3,-3.05,,,,,65.01,30.68,65.01,30.68,,,,,0.0,3.4,3.4,1.28,2.48,2.48,0.03,4.28,4.28,0.66,-2.77,-2.77,-0.42,-1.51,-1.51,-0.24,YNN,YBrBr,2.0,-5.18,-5.18,2.0,-1.46
61,61,T,YNCl,Y,N,Cl,390717-1,3.78,3.78,19.15,90.0,90.0,120.0,P 3 m 1,-19.97,-3.43,,,,,65.16,29.13,65.16,29.13,,,,,0.0,2.92,2.92,1.24,2.39,2.4,0.04,4.3,4.3,0.79,-2.83,-2.83,-0.47,-1.47,-1.48,-0.32,YNN,YClCl,2.0,-5.92,-5.92,2.0,-1.47
62,62,T,YNF,Y,N,F,390709-1,3.66,3.66,19.15,90.0,90.0,120.0,P 3 m 1,-21.83,-5.28,,,,,71.95,30.8,71.95,30.8,,,,,0.0,3.04,3.04,1.17,3.08,3.09,0.07,4.54,4.54,1.05,-3.07,-3.07,-0.51,-1.47,-1.47,-0.54,YNN,YFF,2.0,-9.38,-9.38,2.0,-1.59
63,63,T,YNI,Y,N,I,390753-1,3.84,3.84,19.15,90.0,90.0,120.0,P 3 m 1,-18.5,-2.42,,,,,42.04,20.48,42.04,20.48,,,,,0.0,35.55,35.55,1.36,1.78,1.87,0.02,3.92,3.99,0.35,-3.13,-3.14,-0.32,-0.8,-0.84,-0.03,YNN,YII,2.0,-4.13,-4.13,2.0,-1.36
