,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
1136,1136,T,RuTeBr,Ru,Te,Br,445235-1,3.79,3.79,19.15,90.0,90.0,120.0,P 3 m 1,-14.19,-0.3,,,,,2.89,28.06,2.89,28.06,,,,,0.0,76.69,76.69,1.38,3.56,3.83,0.01,-4.68,-4.89,0.24,5.36,5.56,-0.03,-0.68,-0.67,-0.2,RuTeTe,RuBrBr,0.04,-0.49,-0.49,0.04,-0.08
1137,1137,T,RuTeCl,Ru,Te,Cl,445217-1,3.64,3.64,19.15,90.0,90.0,120.0,P 3 m 1,-14.65,-0.47,,,,,-8.01,53.27,-8.01,53.27,,,,,0.0,21.98,21.98,1.36,1.36,1.37,0.01,-1.1,-1.07,0.12,2.5,2.48,0.11,-1.4,-1.42,-0.22,RuTeTe,RuClCl,0.04,-0.88,-0.88,0.04,-0.05
1138,1138,T,RuTeF,Ru,Te,F,445209-1,3.49,3.49,19.15,90.0,90.0,120.0,P 3 m 1,-15.63,-1.44,,,,,36.43,27.84,36.43,27.84,,,,,0.0,27.32,27.32,1.29,8.14,8.26,0.02,1.95,1.99,0.25,1.3,1.28,0.14,-3.25,-3.27,-0.39,RuTeTe,RuFF,0.04,-2.19,-2.19,0.04,-0.37
1139,1139,T,RuTeI,Ru,Te,I,445253-1,4.0,4.0,19.15,90.0,90.0,120.0,P 3 m 1,-13.82,-0.12,,,,,44.64,12.91,44.64,12.91,,,,,0.0,11.88,11.88,1.38,0.82,0.82,0.0,-0.06,-0.08,0.06,1.72,1.73,0.03,-1.66,-1.66,-0.09,RuTeTe,RuII,0.04,-0.27,-0.27,0.04,0.0
1140,1140,T,FeAsBr,Fe,As,Br,263335-1,3.37,3.37,19.15,90.0,90.0,120.0,P 3 m 1,-14.61,-0.18,,,,,34.87,12.19,34.87,12.19,,,,,0.0,54.24,54.24,1.4,13.52,12.85,0.01,-5.49,-5.35,0.18,3.08,3.04,0.01,2.41,2.31,-0.19,FeAsAs,FeBrBr,0.04,-1.57,-1.57,0.04,0.58
1141,1141,T,FeAsCl,Fe,As,Cl,263317-1,3.21,3.21,19.15,90.0,90.0,120.0,P 3 m 1,-15.39,-0.68,-0.0,-8.36,-3.57,-3.57,50.53,9.44,50.53,9.44,-0.0,-20.34,-5.96,-5.96,0.14,44.52,44.52,1.37,8.61,2.69,0.01,-4.07,-1.46,0.06,3.44,2.29,0.12,0.63,-0.83,-0.18,FeAsAs,FeClCl,0.04,-2.22,-2.22,0.04,0.41
1142,1142,T,FeAsF,Fe,As,F,263309-1,2.99,2.99,19.15,90.0,90.0,120.0,P 3 m 1,-17.09,-2.37,,,,,62.21,19.07,62.21,19.07,,,,,0.0,13.75,13.75,1.3,8.48,8.48,0.02,-3.1,-3.09,0.25,4.11,4.11,0.12,-1.01,-1.02,-0.37,FeAsAs,FeFF,0.04,-5.51,-5.51,0.04,0.37
1143,1143,T,FeAsI,Fe,As,I,263353-1,3.74,3.74,19.15,90.0,90.0,120.0,P 3 m 1,-13.92,0.32,,,,,68.61,28.51,68.61,28.51,,,,,0.0,8.22,8.22,1.34,2.2,2.2,0.0,-3.05,-3.05,-0.15,4.46,4.47,0.22,-1.42,-1.42,-0.07,FeAsAs,FeII,0.04,-0.2,-0.2,0.04,0.41
1144,1144,T,FeBiBr,Fe,Bi,Br,268335-1,3.55,3.55,19.15,90.0,90.0,120.0,P 3 m 1,-13.74,-0.11,-0.0,-3.91,-2.88,-2.88,36.73,7.85,36.73,7.85,-0.0,-13.53,-6.47,-6.47,0.16,13.82,13.82,1.44,7.14,7.13,0.01,-3.65,-3.64,0.02,3.53,3.52,0.13,0.12,0.11,-0.15,FeBiBi,FeBrBr,0.93,-1.57,-1.57,0.93,0.21
1145,1145,T,FeBiCl,Fe,Bi,Cl,268317-1,3.47,3.47,19.15,90.0,90.0,120.0,P 3 m 1,-14.38,-0.47,-0.0,-3.56,-2.9,-2.9,45.77,22.52,45.77,22.52,-0.0,-15.3,-4.24,-4.24,0.12,12.97,12.97,1.42,10.49,10.5,0.02,-3.05,-3.05,0.09,3.34,3.34,0.11,-0.28,-0.29,-0.2,FeBiBi,FeClCl,0.93,-2.22,-2.22,0.93,0.18
1146,1146,T,FeBiF,Fe,Bi,F,268309-1,3.34,3.34,19.15,90.0,90.0,120.0,P 3 m 1,-15.78,-1.86,,,,,63.97,28.52,63.97,28.52,,,,,0.0,23.37,23.37,1.34,9.01,9.04,0.03,-1.72,-1.73,0.37,2.88,2.88,0.07,-1.16,-1.16,-0.44,FeBiBi,FeFF,0.93,-5.51,-5.51,0.93,0.44
1147,1147,T,FeBiI,Fe,Bi,I,268353-1,3.72,3.72,19.15,90.0,90.0,120.0,P 3 m 1,-13.0,0.45,,,,,41.18,9.5,41.18,9.5,,,,,0.09,17.23,17.23,1.48,6.42,6.4,0.0,-4.15,-4.13,-0.02,3.52,3.52,0.12,0.63,0.61,-0.1,FeBiBi,FeII,0.93,-0.2,-0.2,0.93,0.09
1148,1148,T,FeNBr,Fe,N,Br,260735-1,3.04,3.04,19.15,90.0,90.0,120.0,P 3 m 1,-17.42,0.66,,,,,126.67,71.65,126.67,71.65,,,,,0.0,15.5,15.5,1.29,2.64,2.65,0.0,-5.15,-5.17,0.12,4.64,4.65,-0.03,0.51,0.52,-0.09,FeNN,FeBrBr,3.51,-1.57,-1.57,3.51,-0.32
1149,1149,T,FeNCl,Fe,N,Cl,260717-1,2.99,2.99,19.15,90.0,90.0,120.0,P 3 m 1,-18.41,-0.05,,,,,157.84,51.38,157.84,51.38,,,,,0.0,7.55,7.55,1.26,2.25,2.25,0.0,-2.94,-2.94,0.14,4.15,4.15,-0.01,-1.2,-1.2,-0.14,FeNN,FeClCl,3.51,-2.22,-2.22,3.51,-0.69
1150,1150,T,FeNF,Fe,N,F,260709-1,2.87,2.87,19.15,90.0,90.0,120.0,P 3 m 1,-20.49,-2.12,-0.0,-6.37,-3.35,-3.35,165.78,52.44,165.78,52.44,-0.0,-5.62,-1.53,-1.53,0.3,6.25,6.25,1.18,2.03,2.03,0.01,-2.09,-2.09,0.31,3.8,3.81,-0.01,-1.71,-1.71,-0.3,FeNN,FeFF,3.51,-5.51,-5.51,3.51,-1.12
1151,1151,T,FeNI,Fe,N,I,260753-1,3.11,3.11,19.15,90.0,90.0,120.0,P 3 m 1,-16.56,1.34,,,,,144.27,142.5,144.27,142.5,,,,,0.0,68.18,68.18,1.45,0.8,0.84,0.02,-4.58,-4.66,0.17,3.23,3.32,-0.15,1.35,1.35,-0.02,FeNN,FeII,3.51,-0.2,-0.2,3.51,-0.31
1152,1152,T,FePBr,Fe,P,Br,261535-1,3.48,3.48,19.15,90.0,90.0,120.0,P 3 m 1,-15.53,-0.4,,,,,82.01,36.39,82.01,36.39,,,,,0.0,6.58,6.58,1.31,2.34,2.34,0.01,-2.92,-2.92,-0.12,4.39,4.39,0.25,-1.47,-1.47,-0.13,FePP,FeBrBr,-0.05,-1.57,-1.57,-0.05,0.4
1153,1153,T,FePCl,Fe,P,Cl,261517-1,3.19,3.19,19.15,90.0,90.0,120.0,P 3 m 1,-16.0,-0.58,,,,,48.52,12.15,48.52,12.15,,,,,0.0,77.99,77.99,1.36,44.0,40.7,0.02,6.79,6.45,0.37,-2.67,-2.4,-0.12,-4.12,-4.05,-0.25,FePP,FeClCl,-0.05,-2.22,-2.22,-0.05,0.55
1154,1154,T,FePF,Fe,P,F,261509-1,2.88,2.88,19.15,90.0,90.0,120.0,P 3 m 1,-17.85,-2.42,,,,,59.47,13.39,59.47,13.39,,,,,0.0,14.98,14.98,1.29,6.15,6.04,0.02,-3.09,-3.02,0.24,3.86,3.83,0.12,-0.77,-0.81,-0.36,FePP,FeFF,-0.05,-5.51,-5.51,-0.05,0.36
1155,1155,T,FePI,Fe,P,I,261553-1,3.6,3.6,19.15,90.0,90.0,120.0,P 3 m 1,-14.84,0.11,,,,,80.51,35.27,80.51,35.27,,,,,0.0,7.91,7.91,1.34,2.19,2.19,0.0,-3.3,-3.3,-0.17,4.59,4.59,0.24,-1.29,-1.29,-0.08,FePP,FeII,-0.05,-0.2,-0.2,-0.05,0.23
1156,1156,T,FeSbBr,Fe,Sb,Br,265135-1,3.46,3.46,19.15,90.0,90.0,120.0,P 3 m 1,-14.1,-0.21,0.0,-2.99,-2.65,-2.65,50.52,13.23,50.52,13.23,0.0,-8.02,-4.15,-4.15,0.19,14.46,14.46,1.43,7.01,6.98,0.01,-4.17,-4.16,-0.0,3.72,3.72,0.14,0.45,0.44,-0.14,FeSbSb,FeBrBr,0.54,-1.57,-1.57,0.54,0.3
1157,1157,T,FeSbCl,Fe,Sb,Cl,265117-1,3.36,3.36,19.15,90.0,90.0,120.0,P 3 m 1,-14.79,-0.61,-0.0,-2.83,-3.18,-3.18,45.52,18.99,45.52,18.99,-0.0,-10.68,-4.93,-4.93,0.15,13.24,13.24,1.4,6.28,6.27,0.01,-3.6,-3.59,0.02,3.66,3.66,0.15,-0.06,-0.07,-0.17,FeSbSb,FeClCl,0.54,-2.22,-2.22,0.54,0.23
1158,1158,T,FeSbF,Fe,Sb,F,265109-1,3.23,3.23,19.15,90.0,90.0,120.0,P 3 m 1,-16.24,-2.05,,,,,66.39,24.7,66.39,24.7,,,,,0.0,18.9,18.9,1.32,16.43,16.48,0.03,-2.31,-2.32,0.32,3.19,3.2,0.1,-0.88,-0.88,-0.42,FeSbSb,FeFF,0.54,-5.51,-5.51,0.54,0.44
1159,1159,T,FeSbI,Fe,Sb,I,265153-1,3.66,3.66,19.15,90.0,90.0,120.0,P 3 m 1,-13.29,0.42,0.0,-2.95,-1.87,-1.87,41.08,11.1,41.07,11.1,0.01,-9.84,-3.58,-3.58,0.11,20.67,20.67,1.46,6.59,6.55,0.0,-4.76,-4.73,-0.0,3.5,3.49,0.11,1.26,1.24,-0.1,FeSbSb,FeII,0.54,-0.2,-0.2,0.54,0.26
1160,1160,T,OsAsBr,Os,As,Br,763335-1,3.16,3.16,19.15,90.0,90.0,120.0,P 3 m 1,-16.34,1.09,,,,,3.25,94.1,3.25,94.1,,,,,0.0,32.13,32.13,1.48,2.6,2.61,0.01,-3.96,-3.97,-0.07,3.17,3.17,0.22,0.79,0.8,-0.14,OsAsAs,OsBrBr,0.65,0.82,0.65,0.82,0.35
1161,1161,T,OsAsCl,Os,As,Cl,763317-1,3.11,3.11,19.15,90.0,90.0,120.0,P 3 m 1,-17.04,0.68,,,,,80.49,36.28,80.49,36.28,,,,,0.0,18.46,18.46,1.43,2.19,2.21,0.01,-0.71,-0.7,0.02,1.95,1.94,0.19,-1.23,-1.24,-0.21,OsAsAs,OsClCl,0.65,0.5,0.5,0.65,0.1
1162,1162,T,OsAsF,Os,As,F,763309-1,2.97,2.97,19.15,90.0,90.0,120.0,P 3 m 1,-18.51,-0.78,,,,,117.22,26.67,117.22,26.67,,,,,0.0,15.37,15.37,1.34,31.18,31.45,0.02,0.27,0.28,0.23,1.91,1.91,0.16,-2.18,-2.18,-0.39,OsAsAs,OsFF,0.65,-0.76,-0.76,0.65,-0.72
1163,1163,T,OsAsI,Os,As,I,763353-1,3.89,3.89,19.15,90.0,90.0,120.0,P 3 m 1,-16.49,0.77,-0.0,2.14,0.42,0.42,74.5,28.05,74.5,28.05,-0.0,4.61,0.41,0.41,0.3,7.55,7.55,1.35,2.23,2.23,0.0,-2.57,-2.57,-0.16,4.61,4.61,0.23,-2.04,-2.04,-0.07,OsAsAs,OsII,0.65,0.82,0.65,0.82,0.03
1164,1164,T,OsBiBr,Os,Bi,Br,768335-1,3.66,3.66,19.15,90.0,90.0,120.0,P 3 m 1,-14.85,1.79,0.0,12.33,-0.61,-0.61,35.35,9.42,35.35,9.42,0.02,47.57,-1.35,-1.35,0.21,65.35,65.35,1.45,17.03,25.93,0.01,-8.41,-10.28,0.02,5.09,5.9,0.15,3.32,4.39,-0.17,OsBiBi,OsBrBr,1.91,0.82,0.82,1.91,0.42
1165,1165,T,OsBiCl,Os,Bi,Cl,768317-1,3.56,3.56,19.15,90.0,90.0,120.0,P 3 m 1,-15.31,1.61,,,,,28.91,20.98,28.91,20.98,,,,,0.08,11.12,11.12,1.42,2.23,2.25,0.01,-1.91,-1.99,0.05,3.02,3.06,0.15,-1.11,-1.07,-0.2,OsBiBi,OsClCl,1.91,0.5,0.5,1.91,0.41
1166,1166,T,OsBiF,Os,Bi,F,768309-1,3.24,3.24,19.15,90.0,90.0,120.0,P 3 m 1,-16.16,0.78,,,,,12.47,80.19,12.47,80.19,,,,,0.0,31.34,31.34,1.37,63.65,65.24,0.02,0.6,0.65,0.31,2.11,2.1,0.11,-2.71,-2.75,-0.42,OsBiBi,OsFF,1.91,-0.76,-0.76,1.91,0.2
1167,1167,T,OsBiI,Os,Bi,I,768353-1,3.92,3.92,19.15,90.0,90.0,120.0,P 3 m 1,-14.53,1.93,,,,,48.16,29.71,48.16,29.71,,,,,0.0,15.66,15.66,1.44,3.84,3.86,0.0,-4.9,-4.9,-0.11,2.62,2.64,0.09,2.28,2.26,0.02,OsBiBi,OsII,1.91,0.82,0.82,1.91,0.57
1168,1168,T,OsNBr,Os,N,Br,760735-1,3.24,3.24,19.15,90.0,90.0,120.0,P 3 m 1,-19.74,1.34,,,,,165.55,64.34,165.55,64.34,,,,,0.03,10.07,10.07,1.3,4.28,4.28,0.0,-3.83,-3.83,0.15,5.3,5.3,-0.0,-1.47,-1.47,-0.15,OsNN,OsBrBr,3.57,0.82,0.82,3.57,-0.85
1169,1169,T,OsNCl,Os,N,Cl,760717-1,3.2,3.2,19.15,90.0,90.0,120.0,P 3 m 1,-20.48,0.89,-0.0,3.82,0.47,0.47,160.44,61.99,160.44,61.99,-0.0,3.88,0.21,0.21,0.29,8.45,8.45,1.27,3.99,3.99,0.01,-3.75,-3.75,0.21,5.3,5.3,-0.0,-1.56,-1.56,-0.2,OsNN,OsClCl,3.57,0.5,0.5,3.57,-1.15
1170,1170,T,OsNF,Os,N,F,760709-1,2.78,2.78,19.15,90.0,90.0,120.0,P 3 m 1,-21.26,0.12,,,,,186.03,61.23,186.03,61.23,,,,,0.0,9.79,9.79,1.25,22.42,22.46,0.01,1.38,1.38,0.3,0.97,0.96,0.06,-2.34,-2.35,-0.36,OsNN,OsFF,3.57,-0.76,-0.76,3.57,-1.28
1171,1171,T,OsNI,Os,N,I,760753-1,3.3,3.3,19.15,90.0,90.0,120.0,P 3 m 1,-18.69,2.22,,,,,166.45,64.31,166.45,64.31,,,,,0.0,16.21,16.21,1.35,4.04,4.11,0.0,-4.85,-4.86,0.13,4.65,4.66,-0.05,0.19,0.2,-0.08,OsNN,OsII,3.57,0.82,0.82,3.57,0.03
1172,1172,T,OsPBr,Os,P,Br,761535-1,3.65,3.65,19.15,90.0,90.0,120.0,P 3 m 1,-18.25,-0.11,0.0,3.31,0.28,0.28,95.45,38.82,95.45,38.82,0.0,5.85,0.21,0.21,0.7,6.31,6.31,1.32,3.02,3.02,0.01,-2.91,-2.91,-0.1,4.86,4.87,0.25,-1.95,-1.95,-0.15,OsPP,OsBrBr,0.53,0.82,0.53,0.82,-0.78
1173,1173,T,OsPCl,Os,P,Cl,761517-1,3.04,3.04,19.15,90.0,90.0,120.0,P 3 m 1,-18.01,0.42,,,,,91.32,58.19,91.31,58.19,,,,,0.0,16.04,16.04,1.42,1.68,1.69,0.01,-1.07,-1.06,-0.03,2.02,2.01,0.22,-0.95,-0.96,-0.18,OsPP,OsClCl,0.53,0.5,0.5,0.53,-0.09
1174,1174,T,OsPF,Os,P,F,761509-1,2.9,2.9,19.15,90.0,90.0,120.0,P 3 m 1,-19.68,-1.24,,,,,133.62,31.55,133.62,31.55,,,,,0.0,12.88,12.88,1.33,34.94,35.19,0.02,0.25,0.26,0.17,1.78,1.78,0.19,-2.04,-2.04,-0.36,OsPP,OsFF,0.53,-0.76,-0.76,0.53,-1.13
1175,1175,T,OsPI,Os,P,I,761553-1,3.73,3.73,19.15,90.0,90.0,120.0,P 3 m 1,-17.71,0.25,-0.0,3.9,0.52,0.52,93.08,38.05,93.08,38.05,-0.0,7.09,0.4,0.4,0.21,7.52,7.52,1.35,2.52,2.51,0.0,-3.1,-3.1,-0.15,4.91,4.91,0.25,-1.82,-1.81,-0.09,OsPP,OsII,0.53,0.82,0.53,0.82,-0.42
1176,1176,T,OsSbBr,Os,Sb,Br,765135-1,3.32,3.32,19.15,90.0,90.0,120.0,P 3 m 1,-15.36,1.54,,,,,30.27,48.18,30.27,48.18,,,,,0.0,1098.6,1098.6,1.5,4.08,4.82,0.01,-2.08,-1.0,-0.02,3.47,2.75,0.19,-1.39,-1.75,-0.17,OsSbSb,OsBrBr,1.21,0.82,0.82,1.21,0.52
1177,1177,T,OsSbCl,Os,Sb,Cl,765117-1,3.25,3.25,19.15,90.0,90.0,120.0,P 3 m 1,-15.95,1.24,,,,,61.22,17.88,61.22,17.88,,,,,0.0,37.64,37.64,1.46,6.31,6.56,0.01,-0.4,-0.36,0.08,2.05,2.04,0.15,-1.65,-1.68,-0.23,OsSbSb,OsClCl,1.21,0.5,0.5,1.21,0.39
1178,1178,T,OsSbF,Os,Sb,F,765109-1,3.14,3.14,19.15,90.0,90.0,120.0,P 3 m 1,-17.1,0.09,,,,,47.61,62.4,47.61,62.4,,,,,0.0,33.7,33.7,1.37,0.27,0.25,0.02,0.33,0.38,0.28,2.07,2.05,0.13,-2.4,-2.43,-0.41,OsSbSb,OsFF,1.21,-0.76,-0.76,1.21,-0.13
1179,1179,T,OsSbI,Os,Sb,I,765153-1,3.45,3.45,19.15,90.0,90.0,120.0,P 3 m 1,-14.78,1.94,,,,,24.02,31.78,24.02,31.78,,,,,0.0,40.3,40.3,1.54,6.69,6.68,0.0,-4.7,-4.7,-0.12,3.26,3.26,0.21,1.44,1.43,-0.09,OsSbSb,OsII,1.21,0.82,0.82,1.21,0.93
1180,1180,T,RuAsBr,Ru,As,Br,443335-1,3.18,3.18,19.15,90.0,90.0,120.0,P 3 m 1,-15.1,0.32,,,,,8.89,29.18,8.89,29.18,,,,,0.0,42.89,42.89,1.47,6.25,6.24,0.01,-4.34,-4.33,-0.07,3.47,3.47,0.19,0.87,0.87,-0.12,RuAsAs,RuBrBr,0.08,-0.49,-0.49,0.08,0.52
1181,1181,T,RuAsCl,Ru,As,Cl,443317-1,3.16,3.16,19.15,90.0,90.0,120.0,P 3 m 1,-15.74,-0.04,,,,,64.16,28.48,64.16,28.48,,,,,0.0,32.72,32.72,1.42,4.76,4.68,0.01,-4.08,-4.06,0.0,3.39,3.39,0.17,0.69,0.67,-0.17,RuAsAs,RuClCl,0.08,-0.88,-0.88,0.08,0.36
1182,1182,T,RuAsF,Ru,As,F,443309-1,2.98,2.98,19.15,90.0,90.0,120.0,P 3 m 1,-17.22,-1.51,,,,,90.94,24.03,90.94,24.03,,,,,0.0,7.9,7.9,1.33,8.4,8.4,0.02,-0.02,-0.01,0.24,2.19,2.19,0.13,-2.18,-2.18,-0.36,RuAsAs,RuFF,0.08,-2.19,-2.19,0.08,-0.46
1183,1183,T,RuAsI,Ru,As,I,443353-1,3.87,3.87,19.15,90.0,90.0,120.0,P 3 m 1,-15.27,-0.04,,,,,65.22,30.19,65.22,30.19,,,,,0.0,7.13,7.13,1.35,2.13,2.13,0.0,-2.99,-2.99,-0.18,4.61,4.61,0.26,-1.62,-1.62,-0.08,RuAsAs,RuII,0.08,-0.27,-0.27,0.08,0.06
1184,1184,T,RuBiBr,Ru,Bi,Br,448335-1,3.66,3.66,19.15,90.0,90.0,120.0,P 3 m 1,-13.82,0.8,,,,,41.15,16.94,41.15,16.94,,,,,0.0,23.8,23.8,1.43,3.25,3.27,0.0,-4.24,-4.24,-0.07,1.79,1.8,0.08,2.45,2.44,-0.01,RuBiBi,RuBrBr,1.02,-0.49,-0.49,1.02,0.53
1185,1185,T,RuBiCl,Ru,Bi,Cl,448317-1,3.49,3.49,19.15,90.0,90.0,120.0,P 3 m 1,-14.53,0.38,0.01,-3.79,-1.91,-1.91,41.56,13.87,41.56,13.87,0.02,-13.7,-3.44,-3.44,0.17,14.83,14.83,1.43,2.65,2.66,0.01,-1.68,-1.68,0.05,2.75,2.75,0.14,-1.07,-1.07,-0.19,RuBiBi,RuClCl,1.02,-0.88,-0.88,1.02,0.31
1186,1186,T,RuBiF,Ru,Bi,F,448309-1,3.37,3.37,19.15,90.0,90.0,120.0,P 3 m 1,-15.56,-0.64,0.0,-3.2,-2.89,-2.89,46.06,16.49,46.06,16.49,0.0,-10.84,-4.62,-4.62,0.21,11.85,11.85,1.35,4.42,4.43,0.02,-0.8,-0.79,0.23,2.94,2.94,0.15,-2.14,-2.15,-0.38,RuBiBi,RuFF,1.02,-2.19,-2.19,1.02,-0.06
1187,1187,T,RuBiI,Ru,Bi,I,448353-1,3.84,3.84,19.15,90.0,90.0,120.0,P 3 m 1,-13.51,0.93,,,,,42.74,17.6,42.74,17.6,,,,,0.0,26.23,26.23,1.46,2.69,2.72,0.0,-4.27,-4.28,-0.15,1.6,1.62,0.11,2.68,2.66,0.04,RuBiBi,RuII,1.02,-0.27,-0.27,1.02,0.56
1188,1188,T,RuNBr,Ru,N,Br,440735-1,3.21,3.21,19.15,90.0,90.0,120.0,P 3 m 1,-18.45,0.61,,,,,154.29,53.73,154.29,53.73,,,,,0.0,8.57,8.57,1.3,3.43,3.43,0.0,-3.15,-3.15,0.14,4.52,4.52,-0.01,-1.38,-1.37,-0.13,RuNN,RuBrBr,3.71,-0.49,-0.49,3.71,-1.0
1189,1189,T,RuNCl,Ru,N,Cl,440717-1,3.16,3.16,19.15,90.0,90.0,120.0,P 3 m 1,-19.25,0.1,-0.0,1.35,0.23,0.23,153.96,53.68,153.96,53.68,-0.0,1.35,0.11,0.11,0.25,7.16,7.16,1.27,3.0,3.0,0.0,-3.07,-3.07,0.18,4.47,4.47,-0.01,-1.41,-1.41,-0.18,RuNN,RuClCl,3.71,-0.88,-0.88,3.71,-1.31
1190,1190,T,RuNF,Ru,N,F,440709-1,3.1,3.1,19.15,90.0,90.0,120.0,P 3 m 1,-20.97,-1.61,-0.0,-2.36,-0.92,-0.92,159.25,48.82,159.25,48.82,-0.0,-2.13,-0.44,-0.44,0.64,5.97,5.97,1.18,2.26,2.26,0.01,-1.78,-1.78,0.36,3.84,3.84,-0.02,-2.06,-2.06,-0.33,RuNN,RuFF,3.71,-2.19,-2.19,3.71,-2.37
1191,1191,T,RuNI,Ru,N,I,440753-1,3.26,3.26,19.15,90.0,90.0,120.0,P 3 m 1,-17.38,1.51,,,,,58.85,63.84,58.85,63.84,,,,,0.0,12.12,12.12,1.35,3.65,3.66,0.0,-5.19,-5.19,0.11,4.45,4.45,-0.05,0.74,0.74,-0.06,RuNN,RuII,3.71,-0.27,-0.27,3.71,-0.21
1192,1192,T,RuPBr,Ru,P,Br,441535-1,3.62,3.62,19.15,90.0,90.0,120.0,P 3 m 1,-16.91,-0.79,-0.0,3.94,-0.19,-0.19,83.19,38.25,83.19,38.25,-0.0,8.77,-0.15,-0.15,0.37,6.02,6.02,1.32,2.44,2.44,0.01,-2.98,-2.99,-0.13,4.6,4.6,0.27,-1.62,-1.62,-0.14,RuPP,RuBrBr,0.1,-0.49,-0.49,0.1,-0.6
1193,1193,T,RuPCl,Ru,P,Cl,441517-1,3.58,3.58,19.15,90.0,90.0,120.0,P 3 m 1,-17.37,-0.97,-0.0,3.84,-0.61,-0.61,83.18,38.34,83.18,38.34,-0.0,8.56,-0.5,-0.5,0.58,5.59,5.59,1.28,2.68,2.68,0.01,-2.8,-2.8,-0.09,4.55,4.55,0.27,-1.75,-1.75,-0.18,RuPP,RuClCl,0.1,-0.88,-0.88,0.1,-0.57
1194,1194,T,RuPF,Ru,P,F,441509-1,2.9,2.9,19.15,90.0,90.0,120.0,P 3 m 1,-18.25,-1.83,,,,,108.85,26.15,108.85,26.15,,,,,0.0,6.45,6.45,1.32,4.42,4.42,0.01,-0.13,-0.13,0.19,2.13,2.13,0.15,-2.0,-2.0,-0.34,RuPP,RuFF,0.1,-2.19,-2.19,0.1,-0.79
1195,1195,T,RuPI,Ru,P,I,441553-1,3.71,3.71,19.15,90.0,90.0,120.0,P 3 m 1,-16.32,-0.38,,,,,80.82,36.81,80.82,36.81,,,,,0.0,7.07,7.07,1.35,2.14,2.14,0.0,-3.24,-3.24,-0.18,4.68,4.68,0.27,-1.44,-1.44,-0.09,RuPP,RuII,0.1,-0.27,-0.27,0.1,-0.3
1196,1196,T,RuSbBr,Ru,Sb,Br,445135-1,3.48,3.48,19.15,90.0,90.0,120.0,P 3 m 1,-14.44,0.44,0.01,-3.53,-1.03,-1.03,42.9,10.92,42.9,10.92,0.04,-11.03,-1.91,-1.91,0.16,17.59,17.59,1.46,2.61,2.59,0.01,-2.66,-2.64,-0.02,2.89,2.88,0.17,-0.23,-0.24,-0.16,RuSbSb,RuBrBr,0.44,-0.49,-0.49,0.44,0.46
1197,1197,T,RuSbCl,Ru,Sb,Cl,445117-1,3.4,3.4,19.15,90.0,90.0,120.0,P 3 m 1,-15.01,0.15,,,,,44.04,14.79,44.04,14.79,,,,,0.08,59.81,59.81,1.42,19.46,25.65,0.01,-8.0,-9.17,0.02,4.76,5.19,0.17,3.24,3.98,-0.19,RuSbSb,RuClCl,0.44,-0.88,-0.88,0.44,0.38
1198,1198,T,RuSbF,Ru,Sb,F,445109-1,3.26,3.26,19.15,90.0,90.0,120.0,P 3 m 1,-16.17,-0.99,,,,,50.07,16.87,50.07,16.87,,,,,0.0,12.77,12.77,1.34,3.83,3.83,0.02,-0.73,-0.72,0.21,2.77,2.77,0.16,-2.04,-2.05,-0.38,RuSbSb,RuFF,0.44,-2.19,-2.19,0.44,-0.12
1199,1199,T,RuSbI,Ru,Sb,I,445153-1,3.57,3.57,19.15,90.0,90.0,120.0,P 3 m 1,-13.83,0.87,,,,,-17130.49,-17141.67,-17130.49,-17141.67,,,,,0.0,29.3,29.3,1.51,6.22,6.22,0.0,-4.67,-4.67,-0.04,2.93,2.93,0.14,1.73,1.74,-0.09,RuSbSb,RuII,0.44,-0.27,-0.27,0.44,0.79
1200,1200,T,FeOS,Fe,O,S,260816-1,3.0,3.0,19.15,90.0,90.0,120.0,P 3 m 1,-19.15,-2.27,,,,,24.23,-23.58,24.23,-23.58,,,,,0.0,26.17,26.17,1.26,5.63,5.67,0.01,-3.46,-3.52,0.24,-1.02,-0.97,-0.26,4.48,4.49,0.01,FeOO,FeSS,-4.24,-0.91,-4.24,-0.91,0.31
1201,1201,T,FeOSe,Fe,O,Se,260834-1,2.96,2.96,19.15,90.0,90.0,120.0,P 3 m 1,-18.3,-2.04,,,,,120.28,49.6,120.28,49.6,,,,,0.0,2642.1,2642.1,1.3,7.95,1.78,0.0,4.02,-3.49,0.21,-0.83,4.12,-0.22,-3.19,-0.63,0.02,FeOO,FeSeSe,-4.24,-0.75,-4.24,-0.75,0.45
