,Unnamed: 0.1,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
66,66,66,T',YPF,Y,P,F,391509-3,7.1,3.71,19,90,90,125.15,P 1,-38.86,-5.83,-10.34,3.33,-0.1,0.08,31.09,19.88,71.92,19.88,-92.25,6.39,-0.19,0.09,0.97,4.43,4.46,1.3,4.41,4.17,0.04,3.96,3.94,0.56,-2.08,-2.31,-0.13,-1.88,-1.63,-0.42,YPP,YFF,-2.16,-10.1,-10.1,-2.16,0.3
67,67,67,T',YPI,Y,P,I,391553-3,8.77,4.37,19,90,90,119.86,P 1,-31.07,-2.41,-0.06,-2.7,-0.43,-0.42,25.79,15.15,25.73,15.15,-0.6,-25.51,-1.05,-1.04,0.27,4.4,4.48,1.36,3.03,3.01,0.02,4.54,4.54,0.5,-2.93,-2.93,-0.26,-1.6,-1.61,-0.24,YPP,YII,-2.16,-4.16,-4.16,-2.16,0.75
68,68,68,T',YSbBr,Y,Sb,Br,395135-3,7.54,3.78,19,90,90,110.04,P 1,-30.43,-3.15,,,,,33.27,12.41,35.44,12.41,,,,,0.0,6.88,6.64,1.46,2.01,2.25,0.02,1.2,1.76,0.42,0.84,0.23,-0.11,-2.04,-1.99,-0.32,YSbSb,YBrBr,-0.76,-5.22,-5.22,-0.76,-0.16
69,69,69,T',YSbCl,Y,Sb,Cl,395117-3,7.53,3.98,19,90,90,121.94,P 1,-31.95,-3.62,,,,,25.66,10.9,30.87,10.9,,,,,0.0,12.66,11.94,1.43,1.64,2.7,0.02,1.58,0.97,0.36,0.23,1.09,-0.03,-1.81,-2.05,-0.33,YSbSb,YClCl,-0.76,-5.95,-5.95,-0.76,-0.27
70,70,70,T',YSbF,Y,Sb,F,395109-3,7.2,3.56,19,90,90,119.68,P 1,-35.52,-5.39,,,,,30.18,17.18,35.88,17.18,,,,,0.0,28.04,47.76,1.38,13.06,27.25,0.04,-1.09,-1.07,0.52,3.6,4.54,-0.01,-2.51,-3.46,-0.5,YSbSb,YFF,-0.76,-10.1,-10.1,-0.76,0.03
71,71,71,T',YSbI,Y,Sb,I,395153-3,8.8,3.91,19,90,90,124.21,P 1,-28.82,-2.52,,,,,32.53,15.08,29.65,15.08,,,,,0.0,4.57,6.7,1.51,2.04,1.32,0.01,2.48,1.27,0.35,-0.63,0.6,-0.11,-1.85,-1.87,-0.23,YSbSb,YII,-0.76,-4.16,-4.16,-0.76,-0.06
72,72,72,T',ScOS,Sc,O,S,210816-3,6.55,3.48,19,90,90,120.97,P 1,-44.04,-7.14,6.42,3.18,-0.38,0.16,60.02,26.53,89.51,26.53,19.19,5.05,-0.44,0.14,1.53,2.47,2.47,1.27,3.28,2.22,0.04,3.97,3.96,0.71,-3.06,-2.81,-0.54,-0.91,-1.15,-0.17,ScOO,ScSS,-8.14,-3.64,-8.14,-3.64,-1.25
73,73,73,T',ScOSe,Sc,O,Se,210834-3,6.68,3.22,19,90,90,119.04,P 1,-42.56,-7.03,,,,,27.22,101.97,51.44,101.97,,,,,0.0,3.46,3.41,1.3,1.51,1.43,0.04,3.7,3.45,0.7,-3.61,-3.71,-0.55,-0.09,0.26,-0.15,ScOO,ScSeSe,-8.14,-3.49,-8.14,-3.49,-1.22
74,74,74,T',ScOTe,Sc,O,Te,210852-3,6.73,3.37,19,90,90,118.88,P 1,-41.51,-6.87,,,,,99.02,55.48,101.75,55.48,,,,,0.0,3.94,3.97,1.35,1.92,1.79,0.04,3.26,3.39,0.68,-4.0,-3.92,-0.57,0.73,0.53,-0.12,ScOO,ScTeTe,-8.14,-2.79,-8.14,-2.79,-1.4
75,75,75,T',ScSSe,Sc,S,Se,211634-3,8.1,3.78,19,90,90,120.92,P 1,-35.76,-4.01,0.03,-4.46,-0.26,-0.24,25.29,16.19,32.27,16.19,0.38,-27.76,-0.64,-0.5,1.62,2.81,3.02,1.34,1.71,3.33,0.02,3.8,3.77,0.44,-2.85,-2.61,-0.29,-0.94,-1.16,-0.14,ScSS,ScSeSe,-3.64,-3.49,-3.64,-3.49,-0.45
76,76,76,T',ScSTe,Sc,S,Te,211652-3,7.48,3.58,19,90,90,119.15,P 1,-34.45,-3.72,,,,,41.2,28.68,41.86,28.68,,,,,0.0,4.72,4.61,1.42,1.45,1.42,0.01,3.26,2.84,0.33,-3.16,-3.2,-0.24,-0.1,0.36,-0.09,ScSS,ScTeTe,-3.64,-2.79,-3.64,-2.79,-0.5
77,77,77,T',ScSeTe,Sc,Se,Te,213452-3,7.61,3.64,19,90,90,119.16,P 1,-32.44,-3.34,,,,,38.56,24.02,41.32,24.02,,,,,0.0,5.47,5.38,1.45,1.41,1.36,0.0,3.0,2.58,0.18,-2.8,-2.84,-0.14,-0.19,0.26,-0.04,ScSeSe,ScTeTe,-3.49,-2.79,-3.49,-2.79,-0.21
78,78,78,T',YOS,Y,O,S,390816-3,6.96,3.7,19,90,90,120.35,P 1,-44.54,-7.21,1.83,2.73,-0.74,-0.57,57.56,23.08,79.66,23.08,5.32,4.82,-0.92,-0.56,1.85,2.26,2.2,1.27,2.79,1.93,0.05,3.97,3.98,0.82,-2.92,-2.83,-0.6,-1.04,-1.15,-0.23,YOO,YSS,-8.18,-3.92,-8.18,-3.92,-1.16
79,79,79,T',YOSe,Y,O,Se,390834-3,7.19,3.72,19,90,90,122.69,P 1,-43.18,-7.16,5.88,-6.44,-0.62,-0.84,61.29,34.9,66.17,34.9,22.27,-20.61,-0.65,-0.83,0.83,3.43,2.88,1.31,2.29,3.28,0.05,3.99,3.96,0.79,-2.92,-2.96,-0.6,-1.08,-1.0,-0.19,YOO,YSeSe,-8.18,-3.8,-8.18,-3.8,-1.17
80,80,80,T',YOTe,Y,O,Te,390852-3,7.15,3.58,19,90,90,118.91,P 1,-42.07,-6.96,,,,,87.14,44.48,85.53,44.48,,,,,0.0,3.41,3.42,1.35,1.34,1.29,0.05,3.3,3.42,0.79,-3.73,-3.67,-0.63,0.43,0.26,-0.16,YOO,YTeTe,-8.18,-3.25,-8.18,-3.25,-1.25
81,81,81,T',YSSe,Y,S,Se,391634-3,8.17,4.1,19,90,90,119.88,P 1,-35.88,-3.89,,,,,20.72,13.65,31.3,13.65,,,,,0.0,45.08,53.03,1.34,2.56,2.6,0.0,4.21,4.04,0.21,-3.18,-3.2,-0.15,-1.03,-0.83,-0.06,YSS,YSeSe,-3.92,-3.8,-3.92,-3.8,-0.03
82,82,82,T',YSTe,Y,S,Te,391652-3,7.99,3.83,19,90,90,119.2,P 1,-35.18,-3.9,,,,,28.19,27.06,26.83,27.06,,,,,0.0,4.51,4.44,1.42,1.33,1.18,0.01,3.4,3.04,0.41,-3.06,-3.09,-0.31,-0.34,0.05,-0.1,YSS,YTeTe,-3.92,-3.25,-3.92,-3.25,-0.31
83,83,83,T',YSeTe,Y,Se,Te,393452-3,8.23,3.9,19,90,90,121.2,P 1,-33.23,-3.55,,,,,14.01,35.3,14.56,35.3,,,,,0.0,6.13,6.05,1.45,1.3,1.12,0.0,3.15,2.63,0.18,-2.66,-2.71,-0.16,-0.49,0.08,-0.02,YSeSe,YTeTe,-3.8,-3.25,-3.8,-3.25,-0.03
84,84,84,T',ScCBr,Sc,C,Br,210635-3,7.2,3.59,19,90,90,119.93,P 1,-32.87,0.53,,,,,50.19,24.53,50.56,24.53,,,,,0.0,15.39,14.54,1.31,1.16,1.17,0.02,2.69,2.67,0.46,-1.33,-1.3,-0.25,-1.36,-1.38,-0.21,ScCC,ScBrBr,0.36,-4.91,-4.91,0.36,2.81
85,85,85,T',ScCCl,Sc,C,Cl,210617-3,7.03,3.51,19,90,90,119.97,P 1,-34.32,0.1,-0.21,2.19,-1.06,-1.06,52.74,19.18,52.88,19.18,-0.64,6.51,-1.48,-1.47,0.16,15.2,14.81,1.28,2.0,1.96,0.02,3.28,3.26,0.52,-1.34,-1.33,-0.25,-1.94,-1.93,-0.27,ScCC,ScClCl,0.36,-5.72,-5.72,0.36,2.78
86,86,86,T',ScCF,Sc,C,F,210609-3,6.62,3.31,19,90,90,119.95,P 1,-38.31,-1.89,0.01,0.33,-1.67,-1.67,69.83,18.91,70.0,18.91,0.01,0.65,-1.89,-1.88,0.8,6.03,5.99,1.2,3.3,3.26,0.04,3.71,3.69,0.72,-1.16,-1.15,-0.22,-2.55,-2.54,-0.49,ScCC,ScFF,0.36,-9.58,-9.58,0.36,2.72
87,87,87,T',ScCI,Sc,C,I,210653-3,8.0,3.67,19,90,90,124.0,P 1,-31.74,0.92,-0.47,1.21,0.39,0.17,61.46,21.72,34.28,21.72,-1.19,9.62,0.47,0.3,0.12,13.19,13.9,1.34,1.9,1.63,0.03,2.58,1.68,0.41,-1.71,-0.76,-0.23,-0.87,-0.91,-0.18,ScCC,ScII,0.36,-3.76,-3.76,0.36,2.63
88,88,88,T',ScGeBr,Sc,Ge,Br,213235-3,7.72,3.75,19,90,90,119.08,P 1,-29.45,-2.49,-2.64,-0.67,-1.38,-1.53,14.19,7.85,41.22,7.85,-41.71,-2.0,-6.26,-3.11,0.32,4.76,7.24,1.41,1.15,1.74,0.02,2.33,3.03,0.34,-0.96,-1.5,-0.1,-1.36,-1.54,-0.24,ScGeGe,ScBrBr,-0.81,-4.91,-4.91,-0.81,0.38
89,89,89,T',ScGeCl,Sc,Ge,Cl,213217-3,6.98,3.68,19,90,90,121.84,P 1,-30.98,-2.97,-4.88,0.36,-1.32,-1.32,41.99,12.71,56.24,12.71,-16.68,0.82,-2.41,-1.91,0.31,9.04,10.47,1.4,5.8,3.36,0.02,3.03,3.0,0.34,-1.42,-1.26,-0.06,-1.61,-1.74,-0.28,ScGeGe,ScClCl,-0.81,-5.72,-5.72,-0.81,0.3
90,90,90,T',ScGeF,Sc,Ge,F,213209-3,6.49,3.33,19,90,90,120.97,P 1,-35.15,-5.04,,,,,67.05,18.44,73.01,18.44,,,,,0.0,8.56,9.3,1.35,3.36,3.31,0.04,2.6,2.0,0.46,-0.39,0.37,-0.02,-2.21,-2.38,-0.44,ScGeGe,ScFF,-0.81,-9.58,-9.58,-0.81,0.16
91,91,91,T',ScGeI,Sc,Ge,I,213253-3,8.34,3.87,19,90,90,117.65,P 1,-27.92,-1.9,-0.41,-0.04,-1.03,-1.1,14.89,10.37,37.68,10.37,-9.16,-0.14,-4.09,-2.3,0.42,4.3,6.95,1.44,0.91,1.4,0.01,2.23,3.0,0.3,-0.86,-1.65,-0.13,-1.37,-1.34,-0.17,ScGeGe,ScII,-0.81,-3.76,-3.76,-0.81,0.39
92,92,92,T',ScSiBr,Sc,Si,Br,211435-3,7.78,3.69,19,90,90,118.29,P 1,-30.92,-2.29,-1.69,-0.08,-1.17,-1.33,14.98,9.97,44.68,9.97,-33.69,-0.22,-4.7,-2.43,0.38,4.68,8.04,1.4,1.06,1.82,0.02,2.4,3.28,0.38,-0.98,-1.71,-0.14,-1.41,-1.56,-0.24,ScSiSi,ScBrBr,-0.26,-4.91,-4.91,-0.26,0.29
93,93,93,T',ScSiCl,Sc,Si,Cl,211417-3,6.97,3.63,19,90,90,121.36,P 1,-32.39,-2.74,-12.27,-1.58,-1.21,-1.27,28.48,6.96,55.88,6.96,-57.01,-3.23,-3.4,-2.03,0.29,8.3,11.95,1.39,7.63,4.24,0.03,2.93,3.35,0.39,-1.42,-1.59,-0.1,-1.51,-1.76,-0.28,ScSiSi,ScClCl,-0.26,-5.72,-5.72,-0.26,0.25
94,94,94,T',ScSiF,Sc,Si,F,211409-3,6.45,3.47,19,90,90,122.56,P 1,-36.66,-4.87,-1.88,-1.87,-2.07,-2.06,68.62,23.34,78.41,23.34,-4.16,-3.4,-2.25,-2.02,0.14,8.01,9.43,1.33,3.72,5.3,0.04,3.3,3.55,0.49,-1.43,-1.35,-0.07,-1.87,-2.2,-0.43,ScSiSi,ScFF,-0.26,-9.58,-9.58,-0.26,0.05
95,95,95,T',ScSiI,Sc,Si,I,211453-3,8.37,3.8,19,90,90,117.03,P 1,-29.35,-1.68,-0.39,0.1,-0.88,-0.95,15.27,11.29,41.61,11.29,-9.84,0.33,-3.31,-1.81,0.44,4.64,8.24,1.43,0.96,1.61,0.01,2.37,3.26,0.34,-1.0,-1.92,-0.16,-1.37,-1.34,-0.17,ScSiSi,ScII,-0.26,-3.76,-3.76,-0.26,0.33
96,96,96,T',ScSnBr,Sc,Sn,Br,215035-3,7.18,3.59,19,90,90,119.93,P 1,-28.17,-2.5,,,,,36.07,1.37,31.03,1.37,,,,,0.0,22.19,21.42,1.52,8.15,10.25,0.01,1.14,-0.11,0.28,0.42,1.83,-0.04,-1.56,-1.71,-0.25,ScSnSn,ScBrBr,-0.53,-4.91,-4.91,-0.53,0.23
97,97,97,T',ScSnCl,Sc,Sn,Cl,215017-3,7.0,3.51,19,90,90,120.01,P 1,-29.73,-2.99,,,,,42.9,12.99,48.38,12.99,,,,,0.0,28.36,27.35,1.48,9.06,12.32,0.01,1.13,-0.2,0.33,0.64,2.25,-0.03,-1.77,-2.05,-0.3,ScSnSn,ScClCl,-0.53,-5.72,-5.72,-0.53,0.14
98,98,98,T',ScSnF,Sc,Sn,F,215009-3,6.68,3.34,19,90,90,119.96,P 1,-33.76,-5.0,,,,,69.0,22.88,68.7,22.88,,,,,0.0,15.26,15.33,1.39,5.09,4.78,0.05,1.71,1.56,0.6,1.67,1.65,-0.02,-3.38,-3.21,-0.57,ScSnSn,ScFF,-0.53,-9.58,-9.58,-0.53,0.06
99,99,99,T',ScSnI,Sc,Sn,I,215053-3,7.5,3.75,19,90,90,120.0,P 1,-26.25,-1.71,,,,,39.44,11.03,33.27,11.03,,,,,0.0,18.71,19.13,1.57,6.18,12.12,0.01,1.33,0.45,0.21,-0.02,0.94,-0.04,-1.32,-1.39,-0.17,ScSnSn,ScII,-0.53,-3.76,-3.76,-0.53,0.44
100,100,100,T',YCBr,Y,C,Br,390635-3,7.7,3.83,19,90,90,119.84,P 1,-33.78,0.26,,,,,43.3,23.8,43.69,23.8,,,,,0.03,23.11,23.9,1.31,0.87,0.89,0.03,-0.04,0.02,0.6,1.4,1.37,-0.33,-1.36,-1.38,-0.27,YCC,YBrBr,0.44,-5.22,-5.22,0.44,2.65
101,101,101,T',YCCl,Y,C,Cl,390617-3,7.59,3.78,19,90,90,119.87,P 1,-35.12,-0.12,,,,,42.98,21.82,43.13,21.82,,,,,0.04,22.75,21.39,1.27,1.11,1.22,0.04,0.43,0.4,0.68,1.25,1.36,-0.35,-1.69,-1.76,-0.33,YCC,YClCl,0.44,-5.95,-5.95,0.44,2.63
102,102,102,T',YCF,Y,C,F,390609-3,7.16,3.56,19,90,90,119.81,P 1,-38.77,-1.94,-0.02,0.73,-0.13,-0.11,61.95,18.55,62.35,18.55,-0.05,1.67,-0.16,-0.14,0.58,7.91,7.69,1.21,2.79,2.66,0.05,2.51,2.47,0.82,0.34,0.35,-0.29,-2.86,-2.83,-0.53,YCC,YFF,0.44,-10.1,-10.1,0.44,2.89
103,103,103,T',YCI,Y,C,I,390653-3,7.88,3.92,19,90,90,119.87,P 1,-32.2,0.87,,,,,46.52,26.06,44.7,26.06,,,,,0.0,20.53,19.26,1.36,0.62,0.65,0.03,0.39,0.44,0.48,0.75,0.74,-0.3,-1.14,-1.18,-0.18,YCC,YII,0.44,-4.16,-4.16,0.44,2.73
104,104,104,T',YGeBr,Y,Ge,Br,393235-3,7.97,3.9,19,90,90,119.3,P 1,-30.37,-2.77,-3.39,0.12,-0.08,-0.16,10.54,6.07,37.18,6.07,-75.91,0.37,-0.47,-0.37,0.42,5.15,7.69,1.42,1.54,1.97,0.02,2.53,3.1,0.38,-1.12,-1.43,-0.11,-1.41,-1.67,-0.27,YGeGe,YBrBr,-0.76,-5.22,-5.22,-0.76,0.22
105,105,105,T',YGeCl,Y,Ge,Cl,393217-3,6.64,3.87,19,90,90,125.66,P 1,-32.34,-3.46,,,,,56.65,19.85,55.15,19.85,,,,,0.04,3750.65,1152.69,1.55,9533.49,2599.29,0.05,-3.59,1.31,0.61,29.51,7.84,-0.18,-25.92,-9.15,-0.42,YGeGe,YClCl,-0.76,-5.95,-5.95,-0.76,-0.11
106,106,106,T',YGeF,Y,Ge,F,393209-3,6.93,3.67,19,90,90,122.0,P 1,-35.86,-5.22,-2.23,-2.22,0.05,0.17,63.97,24.6,73.79,24.6,-5.67,-4.52,0.06,0.17,0.47,6.08,7.48,1.38,3.12,4.27,0.02,3.55,3.66,0.29,-1.53,-1.42,-0.02,-2.02,-2.25,-0.28,YGeGe,YFF,-0.76,-10.1,-10.1,-0.76,0.22
107,107,107,T',YGeI,Y,Ge,I,393253-3,8.67,3.99,19,90,90,117.46,P 1,-28.89,-2.2,-0.36,0.39,-0.07,-0.12,10.24,10.01,33.74,10.01,-150.08,1.63,-0.36,-0.28,0.49,4.19,6.49,1.46,0.82,1.19,0.01,2.2,2.83,0.33,-0.89,-1.47,-0.14,-1.31,-1.36,-0.19,YGeGe,YII,-0.76,-4.16,-4.16,-0.76,0.26
108,108,108,T',YSiBr,Y,Si,Br,391435-3,8.28,3.83,19,90,90,117.57,P 1,-31.82,-2.56,-1.54,0.64,0.07,-0.02,9.75,9.73,39.05,9.73,-6841.22,2.17,0.34,-0.04,0.53,4.4,7.45,1.4,1.06,1.76,0.02,2.49,3.26,0.43,-1.02,-1.61,-0.16,-1.47,-1.65,-0.27,YSiSi,YBrBr,-0.36,-5.22,-5.22,-0.36,0.23
109,109,109,T',YSiCl,Y,Si,Cl,391417-3,6.55,3.79,19,90,90,125.33,P 1,-33.77,-3.25,-0.02,0.0,0.23,-0.15,63.18,21.42,62.91,21.42,-0.06,0.01,0.27,-0.18,0.25,10.59,9.96,1.54,2.54,2.13,0.04,3.21,2.78,0.58,-1.57,-0.99,-0.19,-1.64,-1.79,-0.39,YSiSi,YClCl,-0.36,-5.95,-5.95,-0.36,-0.09
110,110,110,T',YSiF,Y,Si,F,391409-3,6.87,3.63,19,90,90,121.85,P 1,-37.37,-5.04,-2.29,-1.85,0.2,0.26,67.36,27.48,78.38,27.48,-5.75,-3.64,0.21,0.25,0.41,6.1,8.21,1.37,3.1,4.31,0.03,3.63,3.86,0.34,-1.66,-1.61,-0.05,-1.97,-2.25,-0.3,YSiSi,YFF,-0.36,-10.1,-10.1,-0.36,0.19
111,111,111,T',YSiI,Y,Si,I,391453-3,8.9,3.92,19,90,90,116.13,P 1,-30.33,-1.99,-0.11,0.73,0.02,-0.03,10.01,11.44,35.84,11.44,7.35,3.01,0.09,-0.06,0.54,4.25,7.3,1.43,0.85,1.34,0.01,2.39,3.09,0.38,-1.0,-1.7,-0.18,-1.39,-1.39,-0.2,YSiSi,YII,-0.36,-4.16,-4.16,-0.36,0.27
112,112,112,T',YSnBr,Y,Sn,Br,395035-3,7.64,3.87,19,90,90,120.47,P 1,-28.98,-2.72,,,,,31.55,7.95,33.68,7.95,,,,,0.0,12.83,15.5,1.52,3.13,2.75,0.02,1.72,0.99,0.31,-0.09,0.87,-0.03,-1.64,-1.86,-0.29,YSnSn,YBrBr,-0.46,-5.22,-5.22,-0.46,0.12
113,113,113,T',YSnCl,Y,Sn,Cl,395017-3,7.54,3.82,19,90,90,120.53,P 1,-30.42,-3.15,,,,,18.67,-4.25,25.38,-4.25,,,,,0.0,11.78,13.47,1.47,2.78,2.79,0.03,1.97,1.37,0.36,-0.16,0.71,-0.02,-1.81,-2.08,-0.34,YSnSn,YClCl,-0.46,-5.95,-5.95,-0.46,0.05
114,114,114,T',YSnF,Y,Sn,F,395009-3,7.11,3.55,19,90,90,120.0,P 1,-34.18,-5.02,,,,,-22.87,-58.11,-23.03,-58.11,,,,,0.0,22.21,29.71,1.42,4.76,7.65,0.04,2.12,1.48,0.47,0.45,1.23,-0.01,-2.57,-2.72,-0.46,YSnSn,YFF,-0.46,-10.1,-10.1,-0.46,0.26
115,115,115,T',YSnI,Y,Sn,I,395053-3,7.97,4.2,19,90,90,121.78,P 1,-27.34,-2.07,-5.05,-0.65,0.07,-0.02,24.52,5.53,35.37,5.53,-26.6,-2.18,0.23,-0.06,0.14,13.53,15.15,1.54,5.31,3.17,0.01,2.89,2.9,0.26,-1.43,-1.28,-0.06,-1.46,-1.62,-0.21,YSnSn,YII,-0.46,-4.16,-4.16,-0.46,0.24
116,116,116,T',ScAsO,Sc,As,O,213308-3,6.55,3.42,19,90,90,121.47,P 1,-43.76,-6.46,-1.17,4.11,-0.14,-0.05,77.89,39.75,103.14,39.75,-3.08,6.49,-0.12,-0.04,0.36,3.5,4.1,1.34,4.48,3.52,0.04,4.1,4.2,0.61,-0.92,-0.85,-0.06,-3.18,-3.35,-0.54,ScAsAs,ScOO,-1.49,-8.14,-8.14,-1.49,-1.64
117,117,117,T',ScAsS,Sc,As,S,213316-3,7.83,3.61,19,90,90,117.45,P 1,-36.6,-3.26,0.91,1.62,0.37,0.18,25.29,21.4,46.1,21.4,23.35,6.57,0.79,0.26,0.45,3.64,4.34,1.38,2.34,2.91,0.02,3.88,3.87,0.35,-0.92,-1.26,-0.07,-2.96,-2.62,-0.27,ScAsAs,ScSS,-1.49,-3.64,-3.64,-1.49,-0.69
118,118,118,T',ScAsSe,Sc,As,Se,213334-3,8.13,3.68,19,90,90,116.9,P 1,-34.63,-2.91,0.41,0.56,0.77,0.65,23.61,18.49,36.34,18.49,8.06,3.16,1.84,1.19,0.51,3.95,4.91,1.39,2.65,2.85,0.04,3.74,3.7,0.3,-0.84,-1.31,-0.07,-2.9,-2.4,-0.23,ScAsAs,ScSeSe,-1.49,-3.49,-3.49,-1.49,-0.42
119,119,119,T',ScAsTe,Sc,As,Te,213352-3,8.66,3.43,19,90,90,115.06,P 1,-31.51,-1.7,,,,,45.21,15.99,42.45,15.99,,,,,0.0,8.45,12.85,1.42,2.34,1.17,0.0,3.67,1.43,0.15,-2.16,-1.24,-0.08,-1.52,-0.19,-0.07,ScAsAs,ScTeTe,-1.49,-2.79,-2.79,-1.49,0.44
120,120,120,T',ScBiO,Sc,Bi,O,218308-3,6.72,3.37,19,90,90,119.74,P 1,-42.08,-6.42,,,,,114.19,54.53,113.49,54.53,,,,,0.0,3.68,3.7,1.4,3.1,3.01,0.04,2.89,2.91,0.61,1.23,1.19,-0.04,-4.11,-4.1,-0.57,ScBiBi,ScOO,-0.77,-8.14,-8.14,-0.77,-1.96
121,121,121,T',ScBiS,Sc,Bi,S,218316-3,7.21,3.62,19,90,90,119.72,P 1,-34.66,-3.08,,,,,54.59,24.77,52.13,24.77,,,,,0.0,5.31,5.46,1.49,1.84,1.68,0.01,2.64,2.76,0.29,0.7,0.54,-0.03,-3.34,-3.3,-0.25,ScBiBi,ScSS,-0.77,-3.64,-3.64,-0.77,-0.88
122,122,122,T',ScBiSe,Sc,Bi,Se,218334-3,7.36,3.68,19,90,90,119.72,P 1,-32.52,-2.64,,,,,40.82,19.4,45.24,19.4,,,,,0.0,7.82,10.4,1.52,1.66,1.65,0.0,2.74,2.76,0.24,0.3,0.35,-0.03,-3.04,-3.1,-0.2,ScBiBi,ScSeSe,-0.77,-3.49,-3.49,-0.77,-0.52
123,123,123,T',ScBiTe,Sc,Bi,Te,218352-3,7.64,3.55,19,90,90,118.34,P 1,-29.82,-1.66,,,,,48.65,25.49,38.47,25.49,,,,,0.0,10.39,12.0,1.59,2.55,3.42,0.0,1.7,1.7,0.17,0.84,0.87,-0.03,-2.54,-2.57,-0.14,ScBiBi,ScTeTe,-0.77,-2.79,-2.79,-0.77,0.12
124,124,124,T',ScNO,Sc,N,O,210708-3,6.5,3.36,19,90,90,121.16,P 1,-44.76,-3.31,-5.87,-0.54,0.35,0.38,63.01,21.48,91.39,21.48,-14.14,-0.77,0.42,0.34,0.43,3.43,4.45,1.21,2.85,2.94,0.03,3.9,4.05,0.57,-0.78,-0.9,-0.14,-3.12,-3.15,-0.43,ScNN,ScOO,1.98,-8.14,-8.14,1.98,-0.23
125,125,125,T',ScNS,Sc,N,S,210716-3,6.81,3.58,19,90,90,121.71,P 1,-41.17,-1.9,,,,,44.43,32.88,79.46,32.88,,,,,0.0,8.53,14.59,1.37,2.52,4.2,0.07,4.04,4.78,0.37,-4.11,-5.45,-0.37,0.06,0.67,0.0,ScNN,ScSS,1.98,-3.64,-3.64,1.98,-1.07
126,126,126,T',ScNSe,Sc,N,Se,210734-3,6.73,3.58,19,90,90,122.28,P 1,-41.18,-2.53,,,,,62.99,35.38,64.19,35.38,,,,,0.0,4.24,3.63,1.33,2.92,1.63,0.06,2.04,2.87,0.56,-3.53,-3.33,-0.52,1.49,0.45,-0.03,ScNN,ScSeSe,1.98,-3.49,-3.49,1.98,-1.78
127,127,127,T',ScNTe,Sc,N,Te,210752-3,7.05,3.57,19,90,90,120.46,P 1,-39.97,-2.29,,,,,56.9,61.03,19.75,61.03,,,,,0.0,3.98,3.53,1.37,3.53,1.93,0.05,2.06,2.79,0.55,-3.92,-3.54,-0.52,1.85,0.75,-0.03,ScNN,ScTeTe,1.98,-2.79,-2.79,1.98,-1.88
128,128,128,T',ScPO,Sc,P,O,211508-3,6.54,3.29,19,90,90,120.22,P 1,-45.29,-6.52,-7.76,2.69,-0.17,-0.02,61.3,37.55,108.61,37.55,-32.65,3.79,-0.17,-0.01,0.57,3.06,3.54,1.31,4.69,3.64,0.04,4.07,4.22,0.63,-0.95,-0.93,-0.1,-3.12,-3.29,-0.53,ScPP,ScOO,-1.88,-8.14,-8.14,-1.88,-1.51
129,129,129,T',ScPS,Sc,P,S,211516-3,6.96,3.4,19,90,90,104.25,P 1,-38.31,-3.41,2.76,0.19,0.29,-0.12,50.84,20.32,83.18,20.32,9.06,0.3,0.4,-0.11,0.55,4.21,5.56,1.36,2.21,2.7,0.01,3.67,3.76,0.33,-0.93,-1.24,-0.09,-2.75,-2.52,-0.24,ScPP,ScSS,-1.88,-3.64,-3.64,-1.88,-0.66
130,130,130,T',ScPSe,Sc,P,Se,211534-3,6.15,4.01,19,90,90,105.5,P 1,-35.6,-2.69,0.15,0.99,-0.21,0.01,61.49,14.87,47.31,14.87,0.33,3.06,-0.28,0.02,0.82,5.72,4.44,1.38,3.26,2.47,0.01,3.8,3.99,0.34,-1.46,-1.54,-0.09,-2.34,-2.45,-0.24,ScPP,ScSeSe,-1.88,-3.49,-3.49,-1.88,-0.01
131,131,131,T',ScPTe,Sc,P,Te,211552-3,8.45,3.4,19,90,90,113.41,P 1,-32.68,-1.59,,,,,36.3,14.89,38.53,14.89,,,,,0.0,15.81,38.4,1.42,4.41,9.22,0.0,3.29,2.38,0.11,-2.92,-3.86,-0.09,-0.37,1.48,-0.02,ScPP,ScTeTe,-1.88,-2.79,-2.79,-1.88,0.74
132,132,132,T',ScSbO,Sc,Sb,O,215108-3,6.61,3.31,19,90,90,119.54,P 1,-42.63,-6.43,,,,,111.54,49.76,108.48,49.76,,,,,0.0,44.61,30.02,1.38,4.28,3.5,0.04,3.1,2.99,0.6,0.85,1.05,-0.04,-3.95,-4.05,-0.56,ScSbSb,ScOO,-0.97,-8.14,-8.14,-0.97,-1.87
